word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
day,to,15.31%,one,14.29%,the,12.24%
i,and,9.09%,but,5.49%,if,3.6%
your,is,4.39%,on,4.39%,in,3.51%
she,and,9.74%,that,5.7%,then,4.75%
us,let,14.75%,tell,13.11%,of,11.48%
boy,little,32.69%,the,25.0%,big,4.81%
now,and,13.11%,so,3.28%,said,3.28%
all,at,8.39%,and,6.64%,of,4.55%
saw,he,20.37%,she,16.67%,see,9.26%
time,this,18.46%,a,15.38%,the,12.31%
green,the,14.06%,down,6.25%,beautifully,6.25%
two,the,25.64%,and,11.54%,one,5.13%
did,he,9.68%,she,9.68%,who,7.53%
not,did,16.86%,could,9.41%,would,7.84%
like,not,9.82%,you,8.04%,just,8.04%
when,and,12.08%,but,6.71%,it,2.68%
my,in,6.31%,on,3.88%,and,2.91%
then,and,32.73%,but,3.03%,it,2.42%
any,have,13.46%,you,5.77%,had,5.77%
that,and,5.17%,so,4.91%,of,3.36%
on,down,5.28%,put,4.53%,went,2.26%
you,do,8.16%,if,5.83%,for,4.66%
see,to,33.33%,you,18.75%,and,7.29%
have,i,19.08%,to,14.5%,you,9.92%
me,for,12.7%,tell,7.94%,to,7.94%
know,you,33.78%,i,24.32%,not,14.86%
well,very,13.85%,as,10.77%,a,4.62%
their,of,12.82%,with,7.69%,in,7.69%
we,and,13.85%,then,5.13%,that,4.62%
down,and,15.24%,sat,7.62%,bow,3.81%
things,these,13.21%,the,11.32%,pretty,5.66%
they,and,11.65%,that,7.14%,but,5.26%
were,they,22.87%,there,11.7%,you,5.32%
thought,i,19.64%,he,12.5%,and,10.71%
big,the,45.28%,as,13.21%,a,9.43%
eyes,her,22.22%,his,15.28%,blue,8.33%
which,in,3.53%,of,3.53%,room,2.35%
he,and,11.3%,that,6.3%,as,3.52%
but,it,2.4%,nothing,2.1%,again,2.1%
no,had,9.47%,was,7.37%,but,3.16%
how,and,9.72%,oh,6.94%,see,6.94%
them,of,12.23%,at,5.04%,for,3.6%
about,all,12.04%,anything,3.7%,looked,2.78%
just,but,8.24%,had,7.06%,was,5.88%
am,i,93.94%,so,1.52%,who,1.52%
said,he,16.26%,she,12.11%,and,9.34%
again,out,8.06%,over,6.45%,up,6.45%
good,a,27.84%,the,11.34%,was,5.15%
off,and,12.28%,went,5.26%,take,5.26%
went,and,13.4%,they,12.37%,he,10.31%
could,she,17.02%,i,11.7%,they,11.7%
only,was,16.07%,the,10.71%,had,7.14%
him,with,6.0%,at,6.0%,of,4.0%
away,and,8.7%,us,5.8%,it,4.35%
came,he,10.58%,then,5.77%,one,3.85%
poor,the,37.5%,a,8.93%,very,5.36%
looked,she,18.03%,and,14.75%,he,8.2%
if,as,19.83%,and,8.26%,see,3.31%
cried,he,12.82%,she,8.97%,oh,3.85%
come,to,11.48%,had,9.84%,would,8.2%
oh,oh,7.76%,said,4.31%,and,2.59%
will,i,24.14%,you,14.66%,it,6.9%
be,to,33.98%,will,8.25%,would,7.28%
took,and,17.86%,he,14.29%,we,7.14%
up,looked,4.26%,it,3.72%,give,2.66%
dear,my,14.93%,the,4.48%,mother,4.48%
here,come,7.27%,and,5.45%,but,5.45%
over,and,14.08%,all,9.86%,over,2.82%
tell,to,16.67%,i,15.0%,and,10.0%
mamma,and,10.53%,dear,5.26%,but,2.63%
do,i,15.2%,to,12.8%,what,10.4%
out,come,5.44%,came,4.76%,and,4.76%
what,know,6.33%,see,5.7%,oh,3.8%
too,was,6.58%,is,5.26%,there,5.26%
can,i,25.0%,we,12.5%,he,10.94%
mother,her,21.67%,his,16.67%,the,13.33%
should,i,47.37%,he,14.04%,she,8.77%
an,was,10.77%,for,7.69%,and,6.15%
must,i,17.86%,you,14.29%,we,14.29%
get,to,26.67%,could,10.0%,i,10.0%
why,and,5.77%,calm,3.85%,was,3.85%
