word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
been,a,5.16%,so,3.23%,in,2.58%
only,to,6.78%,a,5.93%,on,3.39%
who,had,13.15%,was,10.38%,were,4.84%
though,the,8.41%,in,7.48%,i,7.48%
upon,the,36.28%,a,6.19%,him,4.42%
think,it,10.14%,i,8.7%,that,7.25%
even,the,11.36%,to,5.68%,of,4.55%
each,other,37.31%,of,8.96%,with,2.99%
full,of,17.91%,as,7.46%,opportunity,4.48%
off,the,18.64%,to,8.47%,his,8.47%
length,he,13.21%,of,7.55%,his,5.66%
having,been,9.3%,taken,3.49%,the,3.49%
were,in,4.15%,not,4.15%,the,3.23%
present,and,7.69%,the,3.85%,day,3.85%
about,the,22.81%,to,7.89%,his,4.39%
without,any,11.72%,the,10.16%,being,4.69%
great,britain,4.19%,number,3.59%,proportion,3.59%
however,i,6.61%,the,5.79%,he,4.96%
same,time,26.25%,moment,6.25%,principle,2.5%
out,of,29.59%,the,7.1%,to,5.92%
well,as,19.2%,known,5.6%,and,4.0%
seemed,to,55.68%,quite,2.27%,as,2.27%
like,a,28.57%,the,8.93%,to,3.57%
took,place,16.25%,the,13.75%,his,6.25%
place,and,11.25%,of,10.0%,in,10.0%
also,a,12.12%,the,6.06%,in,4.55%
first,edition,3.94%,and,3.15%,at,3.15%
would,have,21.98%,be,15.09%,not,9.91%
family,and,12.99%,in,7.79%,were,6.49%
never,did,6.25%,could,5.73%,saw,5.21%
said,he,24.59%,that,11.48%,i,10.66%
see,the,30.0%,that,5.71%,a,4.29%
do,not,22.22%,you,11.11%,the,4.94%
did,not,54.78%,i,5.73%,and,3.82%
during,the,50.0%,my,11.54%,his,9.62%
certainly,did,8.62%,was,6.9%,of,3.45%
body,of,23.44%,to,7.81%,was,6.25%
both,of,15.29%,in,11.76%,the,7.06%
soon,after,11.48%,as,8.2%,perceived,4.92%
what,i,13.59%,he,10.68%,is,8.74%
indeed,i,7.14%,the,5.36%,that,3.57%
men,and,11.54%,who,5.77%,women,5.77%
heard,of,15.62%,that,6.25%,it,6.25%
little,time,5.06%,doubt,5.06%,or,3.8%
way,of,19.23%,to,9.62%,and,7.69%
gave,me,14.81%,rise,12.96%,the,11.11%
young,lady,12.07%,man,10.34%,fellow,6.9%
many,of,22.02%,years,13.76%,a,5.5%
could,not,28.45%,be,9.48%,perceive,3.88%
either,to,13.11%,of,11.48%,in,6.56%
himself,and,9.68%,was,4.3%,the,4.3%
every,thing,16.67%,body,10.61%,man,5.05%
ever,saw,6.59%,yet,6.59%,be,3.3%
saw,the,12.9%,that,9.68%,him,9.68%
our,own,3.47%,two,2.08%,party,2.08%
believe,that,9.3%,in,6.98%,it,6.98%
still,more,9.09%,in,7.58%,remain,4.55%
once,more,13.24%,a,7.35%,and,7.35%
man,of,11.81%,and,9.45%,who,7.87%
appeared,to,37.14%,in,12.86%,much,2.86%
rather,a,14.71%,than,11.76%,too,5.88%
day,and,14.29%,of,10.48%,he,3.81%
therefore,to,7.14%,took,3.57%,instantly,1.79%
seen,the,15.79%,in,10.53%,her,8.77%
years,and,5.56%,before,5.56%,the,5.56%
whole,of,7.35%,body,4.41%,regiment,2.94%
far,as,19.23%,from,15.38%,too,7.69%
yet,i,8.05%,the,5.75%,seen,5.75%
make,a,16.67%,the,9.26%,no,7.41%
hand,and,11.11%,with,9.26%,to,7.41%
thus,did,5.17%,the,5.17%,they,3.45%
found,it,10.0%,that,10.0%,him,6.67%
mind,to,6.25%,was,6.25%,the,6.25%
us,to,12.66%,and,5.06%,a,5.06%
nothing,could,11.11%,to,9.26%,of,9.26%
told,me,39.66%,him,17.24%,us,10.34%
thing,in,9.09%,was,7.79%,and,6.49%
we,had,9.52%,were,9.05%,are,6.19%
part,of,49.06%,i,7.55%,and,5.66%
too,much,11.11%,late,6.94%,far,5.56%
quite,happy,3.17%,so,3.17%,a,3.17%
almost,every,8.93%,in,7.14%,to,3.57%
moment,the,8.22%,i,5.48%,to,5.48%
few,of,10.77%,persons,9.23%,months,9.23%
myself,i,8.93%,and,8.93%,with,5.36%
she,was,14.95%,had,12.1%,could,2.14%
