word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
with,a,22.91%,the,19.55%,his,9.78%
upon,the,27.12%,his,8.47%,him,8.47%
him,and,11.92%,he,5.77%,the,4.23%
there,was,33.9%,is,7.91%,were,5.08%
she,was,13.91%,said,8.61%,had,7.95%
an,invisible,12.36%,empty,5.06%,old,3.37%
no,one,11.03%,doubt,9.66%,longer,4.14%
as,he,13.98%,i,9.68%,it,8.96%
way,of,17.65%,and,9.8%,to,7.84%
been,a,5.49%,alone,3.3%,waiting,2.2%
began,to,44.64%,a,5.36%,mr,3.57%
them,and,5.19%,with,3.9%,as,3.9%
see,the,10.14%,him,8.7%,that,7.25%
still,in,6.06%,on,6.06%,it,3.03%
back,to,23.08%,and,10.99%,of,9.89%
out,of,47.73%,into,5.11%,and,2.84%
window,and,15.38%,at,5.13%,was,5.13%
were,the,6.99%,in,3.5%,a,2.8%
behind,the,32.08%,him,22.64%,me,7.55%
be,a,4.79%,in,4.79%,so,2.74%
said,the,26.73%,mr,13.88%,kemp,12.86%
not,a,8.07%,to,5.59%,know,3.73%
heard,the,23.68%,a,22.37%,him,5.26%
about,him,13.27%,the,12.39%,his,6.19%
turned,and,12.28%,his,10.53%,up,8.77%
on,the,51.32%,his,10.57%,a,4.15%
very,well,6.19%,little,4.12%,much,3.09%
you,must,4.82%,are,4.22%,know,3.92%
like,a,30.0%,that,11.11%,to,8.89%
made,a,22.5%,no,8.75%,me,6.25%
again,and,21.37%,the,7.69%,he,5.13%
things,that,11.29%,he,9.68%,in,8.06%
when,i,15.28%,he,13.89%,the,12.5%
put,his,18.52%,it,14.81%,on,11.11%
is,a,9.58%,the,7.19%,to,5.39%
time,and,10.45%,he,8.96%,to,8.96%
did,not,39.29%,so,15.48%,you,9.52%
door,and,13.33%,of,8.48%,i,5.45%
then,he,17.89%,the,10.16%,i,8.54%
round,the,23.64%,and,9.09%,a,9.09%
it,was,20.31%,is,5.56%,and,3.64%
it's,a,12.0%,no,7.0%,the,6.0%
so,that,11.36%,forth,5.3%,i,5.3%
for,a,21.17%,the,19.34%,you,4.38%
only,a,7.41%,the,5.56%,one,3.7%
got,a,12.73%,up,12.73%,to,10.91%
would,be,24.42%,have,12.79%,seem,5.81%
have,been,14.94%,to,5.19%,a,3.25%
now,and,10.29%,the,5.88%,he,4.41%
voice,and,15.56%,i'm,5.56%,the,4.44%
saw,the,18.07%,a,13.25%,him,7.23%
moment,and,16.95%,he,13.56%,i,11.86%
stood,up,14.1%,in,8.97%,on,7.69%
all,the,25.0%,that,8.52%,right,5.68%
just,as,12.7%,in,7.94%,a,6.35%
could,not,18.89%,have,11.11%,be,11.11%
this,is,6.0%,and,3.33%,time,3.33%
what,i,13.08%,he,8.46%,was,6.92%
they,were,15.91%,had,6.82%,heard,6.06%
know,the,14.52%,what,12.9%,i,4.84%
feet,and,12.28%,he,8.77%,a,3.51%
before,i,20.69%,he,17.24%,the,13.79%
or,more,7.45%,so,6.38%,two,5.32%
me,i,7.39%,and,5.91%,in,4.43%
some,of,11.7%,time,5.32%,more,3.19%
suddenly,the,10.13%,a,5.06%,and,3.8%
my,face,3.87%,feet,3.52%,books,2.82%
must,have,22.67%,be,10.67%,get,6.67%
go,on,10.17%,back,10.17%,to,8.47%
don't,know,15.94%,you,8.7%,understand,5.8%
do,i,6.9%,you,6.9%,said,5.75%
get,out,10.14%,a,7.25%,the,7.25%
if,you,21.51%,he,15.05%,i,12.9%
after,the,13.33%,him,9.33%,a,8.0%
two,and,6.35%,were,4.76%,men,4.76%
open,and,16.67%,the,10.0%,door,6.67%
i'm,not,9.26%,invisible,7.41%,an,5.56%
are,you,8.82%,all,7.35%,no,5.88%
glass,and,9.43%,in,7.55%,is,7.55%
kemp,and,7.18%,was,3.83%,in,3.35%
