word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
round,came,18.18%,turned,5.45%,swung,3.64%
it,as,4.81%,of,3.08%,and,3.08%
it's,but,6.59%,and,4.4%,kemp,4.4%
so,and,14.93%,did,9.7%,was,5.97%
for,and,3.24%,save,2.88%,man,2.52%
only,the,20.37%,not,9.26%,was,7.41%
got,i,18.52%,he,11.11%,he's,9.26%
would,he,18.82%,it,17.65%,you,5.88%
have,i,16.23%,to,12.34%,must,11.04%
now,was,8.7%,and,8.7%,me,4.35%
voice,the,55.43%,a,18.48%,his,7.61%
saw,he,22.62%,i,20.24%,she,11.9%
moment,a,51.61%,another,33.87%,the,9.68%
stood,he,27.63%,and,15.79%,i,7.89%
all,of,8.62%,and,7.47%,was,5.75%
just,was,8.06%,had,6.45%,were,4.84%
could,i,48.31%,he,11.24%,it,4.49%
this,in,7.89%,of,6.58%,but,4.61%
what,and,6.11%,know,6.11%,of,4.58%
they,as,7.63%,but,5.34%,when,3.82%
know,you,20.97%,don't,17.74%,i,17.74%
feet,his,33.33%,my,17.54%,of,5.26%
before,and,8.47%,street,3.39%,me,3.39%
or,three,5.32%,one,4.26%,once,3.19%
me,to,10.19%,let,4.85%,give,3.88%
some,and,11.7%,for,8.51%,of,6.38%
suddenly,and,15.79%,was,7.89%,up,6.58%
my,of,11.62%,in,5.99%,to,3.52%
must,i,21.33%,you,21.33%,he,13.33%
go,to,17.54%,and,8.77%,not,7.02%
don't,i,27.69%,you,13.85%,nobody,3.08%
do,to,38.2%,you,5.62%,can,5.62%
get,to,41.43%,you,7.14%,must,7.14%
if,as,12.9%,and,8.6%,but,3.23%
after,and,6.67%,door,5.33%,man,4.0%
two,the,17.46%,and,9.52%,or,7.94%
open,the,18.33%,wide,10.0%,door,10.0%
i'm,but,9.43%,voice,9.43%,what,3.77%
are,you,21.21%,there,12.12%,they,9.09%
glass,of,18.87%,the,13.21%,powdered,9.43%
kemp,said,30.29%,dr,7.21%,asked,2.4%
