word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
only,the,10.58%,i,5.82%,had,5.82%
hard,very,13.79%,so,10.34%,a,8.62%
same,the,94.7%,very,2.65%,that,1.32%
half,a,11.71%,and,9.01%,some,6.31%
through,passed,7.14%,way,6.35%,him,4.76%
cried,he,4.4%,me,4.4%,what,3.85%
perhaps,and,7.02%,or,7.02%,had,5.26%
course,of,55.56%,the,12.7%,their,4.76%
inquired,sir,7.41%,he,4.63%,say,4.63%
then,and,32.13%,now,3.61%,just,3.61%
stood,he,23.73%,which,11.86%,they,10.17%
off,it,3.6%,clear,2.88%,hurried,2.16%
against,proof,6.17%,head,4.94%,out,3.7%
without,it,3.27%,boy,1.96%,time,1.96%
under,him,4.9%,books,3.92%,and,1.96%
quite,was,12.77%,not,6.38%,it's,5.32%
enough,quite,5.71%,large,4.76%,strong,3.81%
make,to,39.84%,and,5.69%,will,5.69%
knew,i,22.22%,he,22.22%,oliver,7.94%
part,the,14.04%,a,8.77%,that,7.02%
still,and,12.5%,was,10.42%,but,4.17%
well,as,7.92%,well,5.83%,pretty,4.58%
nothing,for,6.09%,was,3.48%,and,3.48%
air,the,40.28%,an,9.72%,of,2.78%
moment,a,22.08%,the,22.08%,this,12.99%
want,you,32.86%,i,22.86%,don't,8.57%
turning,and,18.57%,jew,11.43%,girl,5.71%
death,of,16.95%,and,11.86%,to,10.17%
though,as,34.21%,for,3.95%,me,2.63%
anything,of,7.89%,say,5.26%,see,3.95%
always,they,7.14%,had,5.36%,and,5.36%
indeed,and,5.26%,was,5.26%,no,4.21%
made,and,11.29%,he,9.14%,had,7.53%
people,the,26.32%,many,9.47%,good,4.21%
room,the,57.51%,little,5.18%,back,3.63%
window,the,52.17%,and,4.35%,a,4.35%
my,in,4.91%,of,3.93%,you,2.16%
sure,be,33.33%,i'm,16.67%,am,16.67%
open,the,18.84%,to,11.59%,an,7.25%
boys,the,34.33%,two,13.43%,other,8.96%
keep,to,34.25%,and,12.33%,don't,6.85%
your,in,8.11%,of,6.31%,on,6.31%
i'm,and,6.67%,what,5.0%,when,3.33%
something,is,6.12%,was,6.12%,take,4.08%
table,the,76.92%,a,7.69%,breakfast,4.81%
yes,yes,9.26%,oh,6.48%,oliver,5.56%
men,the,17.0%,two,13.0%,of,9.0%
don't,i,27.5%,you,15.42%,and,4.17%
nor,no,3.39%,he,3.39%,life,3.39%
right,the,30.61%,his,13.27%,all,9.18%
manner,the,5.56%,and,5.56%,a,4.17%
just,had,11.63%,was,5.81%,only,3.49%
water,and,28.12%,the,20.31%,of,12.5%
why,and,4.07%,gentleman,3.25%,know,3.25%
took,and,18.52%,he,16.67%,they,5.56%
i'll,and,11.25%,or,11.25%,then,5.0%
eyes,his,48.51%,her,10.89%,the,5.94%
shall,i,39.66%,you,12.93%,we,11.21%
drew,he,23.73%,and,10.17%,they,6.78%
taking,and,13.73%,then,9.8%,in,5.88%
eye,his,24.14%,my,10.34%,the,10.34%
we,if,7.35%,that,7.35%,and,6.37%
end,the,41.18%,upper,7.84%,one,5.88%
again,once,4.74%,back,4.74%,and,4.74%
you're,know,5.26%,and,5.26%,if,5.26%
go,to,24.81%,me,9.02%,i,6.02%
along,passed,7.84%,way,5.88%,go,3.92%
behind,door,7.14%,him,4.29%,it,4.29%
can't,i,28.12%,you,15.62%,he,15.62%
boy,the,43.25%,a,9.34%,poor,4.15%
tears,the,21.43%,of,17.86%,into,12.5%
home,at,13.41%,come,8.54%,go,4.88%
look,to,15.72%,a,12.58%,you,6.29%
every,in,8.8%,of,6.4%,at,4.0%
returned,he,9.38%,and,7.29%,had,5.21%
large,a,44.62%,and,6.15%,in,4.62%
what's,and,5.0%,why,3.33%,covey,3.33%
like,you,11.52%,should,9.09%,i,4.24%
because,is,12.96%,perhaps,3.7%,oliver,3.7%
morning,next,15.96%,the,13.83%,this,12.77%
both,with,11.54%,them,9.62%,of,7.69%
stop,to,13.21%,thief,9.43%,don't,7.55%
full,a,15.62%,the,12.5%,at,9.38%
bill,the,7.07%,me,3.03%,that,3.03%
master,his,14.95%,the,9.35%,of,3.74%
women,old,19.23%,two,15.38%,the,15.38%
each,at,11.76%,on,9.8%,upon,5.88%
till,not,6.06%,wait,4.55%,here,4.55%
while,the,4.3%,little,3.23%,other,2.15%
fear,the,13.21%,i,9.43%,for,7.55%
asked,he,10.19%,it,4.63%,you,3.7%
yourself,to,9.8%,take,7.84%,put,5.88%
instant,an,56.6%,the,9.43%,that,9.43%
close,a,7.46%,of,5.97%,was,4.48%
dark,the,25.32%,a,15.19%,very,6.33%
far,so,32.2%,as,13.56%,not,8.47%
person,the,24.56%,his,12.28%,a,8.77%
saw,i,21.79%,he,16.67%,never,10.26%
followed,he,11.11%,and,7.41%,was,5.56%
seen,have,22.73%,had,21.21%,be,13.64%
that's,and,10.38%,oh,2.83%,window,2.83%
looked,he,18.95%,and,18.3%,oliver,5.23%
heard,i,10.1%,was,10.1%,had,9.09%
won't,you,24.56%,i,15.79%,he,14.04%
reply,no,27.45%,the,13.73%,in,11.76%
he's,that,5.36%,no,3.57%,yes,3.57%
ha,ha,62.35%,eh,5.88%,it,2.35%
until,not,6.67%,pace,4.0%,breath,2.67%
told,i,23.81%,she,7.94%,have,7.94%
friend,his,14.46%,my,13.25%,young,9.64%
tell,to,21.31%,i,17.21%,and,5.74%
us,of,7.34%,let,6.42%,to,6.42%
speak,to,39.13%,i,7.25%,you,7.25%
get,to,30.39%,never,4.9%,can't,3.92%
felt,he,35.71%,oliver,12.5%,she,10.71%
rejoined,sir,4.85%,no,4.85%,ma'am,4.85%
soon,as,26.67%,he,10.0%,was,8.33%
silence,in,30.36%,the,8.93%,short,8.93%
strong,a,14.81%,very,5.56%,too,5.56%
exclaimed,what,5.26%,it,5.26%,me,5.26%
light,the,26.88%,a,15.05%,dim,5.38%
dog,the,60.0%,his,8.57%,a,7.14%
almost,and,7.35%,he,5.88%,been,4.41%
seemed,it,14.29%,which,7.62%,and,5.71%
ground,the,79.31%,same,3.45%,churchyard,1.72%
yer,don't,9.09%,are,6.49%,if,5.19%
help,to,12.73%,can't,12.73%,for,12.73%
hear,to,32.69%,you,16.35%,me,6.73%
gone,had,13.7%,was,9.59%,have,6.85%
ma'am,indeed,6.49%,this,5.19%,me,3.9%
doctor,the,88.33%,good,3.33%,worthy,2.5%
those,of,20.43%,to,7.53%,and,6.45%
charley,said,18.29%,and,6.1%,to,4.88%
bates,master,53.19%,charley,38.3%,charles,6.38%
toby,said,14.75%,flash,11.48%,of,4.92%
matron,the,93.1%,worthy,1.72%,discreet,1.72%
giles,mr,69.3%,said,5.26%,replied,2.63%
brittles,and,9.09%,said,5.45%,mr,5.45%
