word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
part,of,70.65%,in,6.52%,i,4.35%
shall,be,19.05%,never,8.33%,not,8.33%
good,old,5.0%,and,4.29%,luck,3.57%
himself,and,9.18%,to,8.16%,a,7.14%
brought,up,10.71%,to,10.71%,me,7.14%
up,to,13.86%,the,13.37%,in,8.91%
often,been,4.94%,in,3.7%,with,3.7%
has,been,22.0%,the,6.0%,no,5.5%
condition,of,24.05%,was,8.86%,and,7.59%
him,to,12.09%,and,6.81%,in,6.15%
had,been,13.75%,not,5.43%,a,5.19%
look,at,11.67%,back,11.67%,upon,11.67%
young,woman,11.11%,men,11.11%,man,8.33%
down,the,14.42%,to,11.54%,in,8.65%
themselves,to,10.29%,in,7.35%,with,5.88%
under,the,57.26%,a,6.45%,his,4.03%
american,slavery,10.87%,slave,8.7%,people,6.52%
colored,people,36.11%,man,18.52%,men,9.26%
right,to,30.43%,of,16.3%,and,10.87%
same,time,13.83%,age,2.13%,as,2.13%
them,to,8.78%,the,5.59%,in,5.32%
large,body,3.51%,numbers,3.51%,as,3.51%
time,i,11.98%,and,9.92%,to,7.85%
free,state,11.45%,colored,9.92%,and,9.16%
states,i,10.2%,and,7.14%,of,6.12%
black,man,10.91%,men,9.09%,slave,7.27%
men,and,12.11%,in,5.79%,who,5.26%
because,it,15.25%,i,13.56%,of,13.56%
white,man,24.04%,men,8.65%,people,5.77%
our,house,2.75%,own,2.35%,masters,1.96%
among,the,51.64%,them,9.02%,slaves,5.74%
still,more,8.77%,the,7.02%,in,7.02%
toward,the,25.61%,me,12.2%,a,6.1%
before,the,20.59%,i,13.53%,he,6.47%
us,and,7.33%,in,7.33%,to,6.28%
like,a,19.23%,the,14.74%,an,2.56%
hugh,auld,21.43%,and,7.14%,was,5.71%
far,as,22.39%,from,19.4%,south,8.96%
back,to,17.07%,the,9.76%,again,8.54%
about,the,17.24%,to,10.34%,as,7.47%
things,and,9.43%,which,5.66%,that,5.66%
power,of,22.86%,to,12.38%,and,12.38%
found,in,13.0%,myself,12.0%,that,7.0%
knowledge,of,30.19%,i,9.43%,and,9.43%
plantation,and,10.53%,of,6.32%,i,5.26%
always,a,7.14%,been,4.29%,and,4.29%
we,were,21.54%,had,8.92%,are,8.62%
out,of,29.3%,and,6.05%,to,5.58%
means,of,42.62%,to,9.84%,for,6.56%
end,of,62.5%,to,10.71%,in,3.57%
will,be,12.82%,not,9.4%,easily,2.99%
soul,and,10.71%,of,8.93%,that,8.93%
between,the,36.49%,us,9.46%,these,2.7%
view,of,35.29%,to,31.37%,and,5.88%
let,me,21.13%,us,16.9%,him,15.49%
through,the,34.88%,which,10.47%,his,5.81%
god,and,22.73%,to,5.68%,that,5.68%
since,i,29.41%,the,13.73%,morning,5.88%
better,than,17.91%,of,5.97%,days,4.48%
hard,to,11.54%,earnings,9.62%,work,5.77%
left,me,15.71%,to,10.0%,the,7.14%
children,and,10.48%,of,9.68%,to,7.26%
already,been,5.56%,seen,5.56%,referred,5.56%
cannot,be,19.3%,say,7.02%,keep,3.51%
read,and,19.35%,the,16.13%,with,4.84%
did,not,48.24%,i,6.47%,the,2.94%
without,the,12.26%,a,11.61%,any,5.81%
went,to,16.25%,on,11.25%,there,8.75%
came,to,22.83%,the,8.7%,from,6.52%
how,to,14.16%,i,9.73%,could,5.31%
ever,been,4.85%,to,4.85%,had,3.88%
hand,and,14.94%,in,5.75%,to,5.75%
even,the,8.18%,to,8.18%,in,7.27%
her,to,3.94%,own,3.48%,husband,3.02%
she,was,23.22%,had,11.37%,would,3.32%
mother,and,15.38%,to,7.69%,was,6.15%
side,of,30.0%,to,8.33%,the,6.67%
take,the,11.46%,a,9.38%,care,8.33%
here,was,11.02%,i,7.09%,in,6.3%
less,than,17.24%,a,5.17%,for,3.45%
against,the,26.62%,me,7.91%,us,5.76%
both,hate,9.43%,the,7.55%,in,5.66%
enough,to,48.48%,for,9.09%,of,7.58%
give,me,11.27%,a,9.86%,the,7.04%
blood,hound,9.46%,and,8.11%,from,8.11%
years,old,16.07%,ago,15.18%,of,12.5%
over,the,22.22%,my,7.69%,with,6.84%
day,and,9.68%,in,6.45%,for,5.65%
house,of,11.97%,and,11.97%,was,8.55%
thus,the,7.78%,to,6.67%,early,4.44%
taken,from,15.09%,by,9.43%,in,5.66%
much,to,13.21%,of,8.18%,as,7.55%
told,me,36.25%,him,17.5%,that,8.75%
thought,i,22.73%,of,20.91%,that,14.55%
way,of,17.76%,to,17.76%,and,5.61%
united,states,81.13%,with,3.77%,kingdom,3.77%
once,in,8.77%,on,7.02%,more,5.26%
matter,and,10.61%,of,9.09%,what,6.06%
done,i,6.85%,the,6.85%,in,5.48%
whom,i,34.67%,he,10.67%,it,6.67%
during,the,79.45%,my,5.48%,her,2.74%
said,to,10.71%,i,9.29%,that,6.43%
head,and,18.64%,of,13.56%,in,10.17%
state,of,41.96%,the,6.25%,and,5.36%
gave,me,43.55%,his,8.06%,him,4.84%
where,i,18.12%,the,14.49%,they,6.52%
again,to,12.5%,i,8.33%,and,6.94%
heart,of,15.91%,and,9.09%,to,5.68%
each,other,37.04%,week,11.11%,slave,5.56%
baltimore,and,12.5%,to,8.93%,i,4.46%
called,upon,18.67%,the,10.67%,by,9.33%
though,i,23.08%,he,10.77%,not,7.69%
woman,who,15.38%,and,13.46%,in,7.69%
mr,covey,26.9%,garrison,6.9%,sevier,6.21%
master,thomas,16.27%,hugh,14.2%,and,9.76%
slaveholder,and,8.43%,the,4.82%,is,4.82%
nothing,to,17.33%,but,10.67%,of,8.0%
heard,of,15.09%,in,9.43%,the,7.55%
took,the,15.09%,me,13.21%,a,9.43%
law,of,20.0%,and,12.31%,to,9.23%
soon,as,14.29%,after,9.09%,be,3.9%
masters,and,11.76%,are,7.84%,to,7.84%
however,the,7.5%,i,7.5%,was,7.5%
myself,to,11.45%,and,10.69%,in,8.4%
got,a,12.7%,the,6.35%,it,6.35%
knew,that,11.11%,not,7.41%,my,5.56%
off,the,16.67%,to,14.29%,and,5.95%
come,to,18.84%,forward,8.7%,when,5.8%
going,to,33.93%,on,16.07%,up,5.36%
home,of,14.71%,plantation,12.75%,and,9.8%
kind,and,14.29%,reader,12.7%,of,11.11%
get,the,16.3%,a,15.22%,rid,5.43%
cause,of,30.91%,and,9.09%,the,5.45%
poor,girl,7.58%,old,7.58%,man,6.06%
night,i,11.29%,and,9.68%,the,4.84%
saw,that,10.94%,in,7.81%,a,6.25%
overseer,and,8.62%,a,6.9%,in,5.17%
south,of,8.06%,in,6.45%,as,4.84%
moral,and,27.45%,sense,9.8%,or,3.92%
three,years,17.33%,millions,10.67%,days,6.67%
religion,that,13.46%,of,11.54%,and,9.62%
whip,me,13.21%,the,13.21%,to,7.55%
auld,was,12.5%,and,9.38%,my,6.25%
thomas,auld,26.92%,was,10.26%,and,8.97%
church,of,12.28%,and,8.77%,i,5.26%
