word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
when,but,5.96%,and,5.5%,who,1.83%
all,of,18.32%,in,9.16%,at,6.11%
may,it,10.16%,we,5.08%,he,3.17%
be,to,23.04%,may,16.81%,can,9.46%
life,higher,16.27%,of,11.48%,intellectual,7.66%
much,as,18.95%,very,16.84%,too,9.47%
way,the,24.24%,this,10.61%,that,9.09%
must,it,9.58%,which,5.99%,they,5.99%
yet,and,34.55%,not,5.45%,is,3.64%
give,to,48.44%,and,10.94%,will,6.25%
best,the,71.58%,our,5.26%,his,4.21%
will,the,16.54%,he,9.93%,you,7.35%
their,of,13.86%,in,11.39%,and,5.2%
human,the,35.71%,of,25.71%,a,7.14%
on,treatises,3.89%,and,2.33%,lectures,1.55%
intellectual,the,20.0%,of,13.85%,an,10.77%
power,the,48.36%,his,7.38%,and,3.28%
process,the,44.23%,a,9.62%,thinking,9.62%
end,the,43.64%,an,16.36%,and,9.09%
work,the,13.48%,of,11.24%,to,10.11%
pupil,the,63.49%,a,19.84%,and,2.38%
it,that,4.05%,which,3.82%,if,2.89%
value,the,33.9%,their,8.47%,sidenote,6.78%
teacher,the,54.1%,a,9.29%,great,2.73%
child,the,57.14%,a,20.63%,every,4.76%
forms,the,10.71%,new,7.14%,all,7.14%
so,is,7.07%,in,4.35%,and,4.35%
most,the,45.36%,a,7.22%,of,5.15%
without,words,6.16%,them,3.42%,from,3.42%
we,as,6.8%,if,6.0%,that,5.6%
which,in,9.24%,by,5.81%,that,3.67%
attention,the,26.32%,our,10.53%,of,9.21%
because,not,4.94%,schools,2.47%,but,2.47%
feeling,the,34.33%,of,13.43%,and,10.45%
too,be,15.09%,are,7.55%,not,5.66%
us,let,16.44%,give,6.85%,to,5.48%
new,a,27.0%,the,23.0%,of,10.0%
mental,of,15.09%,the,15.09%,in,10.38%
one,in,6.8%,the,6.15%,no,5.5%
thing,the,35.59%,one,18.64%,a,11.86%
some,in,12.03%,of,11.28%,to,6.02%
other,the,29.21%,and,12.87%,in,10.89%
mind,the,60.87%,his,9.01%,of,6.52%
what,of,11.88%,in,5.94%,for,3.47%
pupils,the,48.39%,his,9.68%,their,5.38%
cannot,he,10.81%,which,9.91%,we,8.11%
or,more,1.71%,idea,1.55%,words,1.09%
first,the,54.26%,at,11.7%,his,4.26%
he,which,9.46%,that,8.84%,if,3.57%
no,is,14.2%,have,5.92%,be,4.14%
things,the,22.97%,of,15.54%,in,10.14%
if,as,7.92%,but,3.63%,and,3.63%
form,the,30.14%,a,5.48%,highest,4.11%
his,in,13.88%,of,13.7%,to,4.09%
only,not,17.53%,is,6.19%,the,5.15%
after,and,4.35%,that,4.35%,book,2.9%
every,in,14.6%,of,11.68%,and,5.84%
should,he,8.43%,it,6.74%,they,3.37%
knowledge,of,28.49%,the,8.72%,a,6.98%
him,make,6.33%,to,5.7%,let,4.43%
day,the,26.42%,to,11.32%,every,9.43%
truth,the,27.63%,of,23.68%,for,5.26%
others,and,13.58%,of,13.58%,from,4.94%
scientific,of,13.64%,the,10.61%,in,9.09%
such,in,16.35%,of,13.46%,to,4.81%
art,the,47.27%,and,12.73%,of,9.09%
never,should,9.76%,can,7.32%,who,6.1%
can,he,10.33%,we,8.49%,one,4.43%
often,is,12.82%,are,11.54%,and,5.13%
thoughts,the,22.52%,his,9.91%,their,8.11%
use,the,31.94%,to,18.06%,right,6.25%
under,is,8.22%,and,4.11%,theme,2.74%
being,of,14.49%,human,8.7%,well,7.25%
himself,for,12.07%,to,6.9%,of,5.17%
out,point,8.74%,writes,3.88%,drop,2.91%
them,of,13.82%,for,3.23%,to,3.23%
were,they,10.77%,it,9.23%,which,4.62%
before,long,5.32%,set,4.26%,than,3.19%
any,of,11.9%,in,9.52%,if,7.14%
those,of,19.64%,to,9.82%,by,8.04%
own,his,40.26%,their,22.08%,our,16.88%
ideas,the,22.82%,of,12.08%,fundamental,5.37%
they,which,11.05%,that,8.5%,if,6.8%
doing,and,14.55%,by,14.55%,of,14.55%
better,is,17.54%,a,10.53%,no,10.53%
study,of,30.0%,the,28.0%,to,5.0%
through,go,5.26%,and,3.51%,mind,2.63%
thus,and,27.59%,is,5.17%,can,3.45%
far,so,27.59%,is,6.9%,as,6.9%
light,the,17.31%,throw,11.54%,of,11.54%
than,more,17.97%,rather,7.37%,better,4.15%
terms,technical,67.24%,the,3.45%,these,3.45%
could,he,17.44%,which,5.81%,they,5.81%
same,the,100.0%
book,text,21.62%,a,20.27%,the,17.57%
interest,the,17.46%,of,14.29%,his,7.94%
hand,other,27.87%,the,18.03%,in,9.84%
make,to,44.35%,not,4.84%,would,4.03%
whose,men,7.27%,teacher,5.45%,and,5.45%
do,to,27.34%,they,10.94%,i,5.47%
reading,oral,18.0%,of,17.0%,in,12.0%
then,and,27.4%,is,4.11%,what,2.74%
read,to,32.61%,be,9.78%,we,6.52%
purpose,the,58.46%,and,7.69%,a,4.62%
words,the,17.11%,of,14.45%,other,4.18%
science,of,25.81%,the,15.05%,a,9.68%
people,the,17.54%,common,17.54%,other,12.28%
had,he,22.22%,who,6.35%,which,5.56%
would,he,15.33%,it,12.41%,who,7.3%
right,the,38.89%,of,11.11%,a,7.41%
while,worth,7.69%,age,3.85%,thing,3.85%
meaning,the,36.76%,of,10.29%,their,8.82%
given,a,25.49%,be,9.8%,have,5.88%
like,the,5.15%,in,3.68%,parrot,3.68%
objects,of,22.73%,the,21.21%,visible,4.55%
men,of,13.93%,the,13.11%,some,6.56%
sense,the,22.78%,of,8.86%,common,7.59%
used,be,17.86%,is,8.93%,words,7.14%
between,difference,21.69%,distinction,13.25%,connection,7.23%
idea,the,47.37%,an,13.68%,clear,3.16%
language,the,20.0%,of,12.8%,and,4.8%
very,is,13.16%,the,12.28%,a,11.4%
little,very,19.61%,as,7.84%,a,7.84%
said,well,14.29%,is,10.71%,be,7.14%
world,the,48.33%,external,11.67%,this,6.67%
symbols,the,20.0%,in,16.0%,of,9.33%
books,of,22.22%,text,7.78%,from,5.56%
nature,the,25.0%,of,21.05%,in,10.53%
man,a,21.05%,the,18.05%,of,8.27%
sidenote,thinking,4.61%,thought,4.07%,life,1.9%
good,a,26.88%,the,16.13%,of,15.05%
you,if,6.47%,and,6.47%,which,5.29%
up,call,5.88%,kept,4.41%,welling,4.41%
your,in,16.39%,of,13.11%,upon,4.92%
how,and,9.76%,show,8.94%,see,5.69%
does,he,12.66%,it,7.59%,what,5.06%
another,to,13.11%,is,8.2%,after,6.56%
even,and,19.3%,or,10.53%,but,5.26%
class,the,39.06%,a,10.94%,this,7.81%
word,the,43.33%,a,16.67%,every,5.56%
observation,of,21.54%,the,12.31%,for,6.15%
different,very,13.73%,a,9.8%,the,7.84%
correct,the,17.24%,to,12.07%,a,8.62%
about,think,12.96%,converse,7.41%,in,5.56%
concepts,basal,28.85%,the,15.38%,general,7.69%
technical,the,26.56%,of,18.75%,corresponding,6.25%
each,of,10.94%,which,6.25%,for,6.25%
ability,the,39.22%,his,11.76%,native,7.84%
find,to,22.41%,will,17.24%,we,8.62%
point,this,28.57%,to,14.29%,the,8.93%
means,a,33.33%,by,25.76%,the,9.09%
self,of,36.84%,the,10.53%,sidenote,6.58%
object,the,54.72%,an,16.98%,of,3.77%
memory,the,26.56%,of,18.75%,mechanical,12.5%
stream,the,85.92%,a,5.63%,main,1.41%
