word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
portrait,of,48.54%,painting,15.53%,painter,11.65%
even,in,19.33%,the,17.33%,his,5.33%
his,pictures,7.57%,works,3.23%,own,2.52%
still,a,5.33%,more,4.0%,in,4.0%
not,merely,4.79%,the,4.79%,to,4.19%
so,much,9.32%,long,5.08%,many,5.08%
much,as,9.09%,the,5.19%,to,3.9%
as,a,15.89%,the,11.31%,he,4.57%
french,art,18.64%,painting,8.47%,and,3.39%
under,the,47.06%,a,5.88%,his,5.88%
white,and,7.08%,of,4.42%,silk,3.54%
sea,and,11.36%,pieces,9.09%,the,6.82%
colour,and,13.81%,in,4.29%,the,3.81%
day,and,10.26%,he,6.41%,the,5.13%
only,in,9.84%,the,7.65%,a,6.01%
black,and,13.79%,with,3.45%,as,3.45%
master,of,32.76%,who,8.62%,in,5.17%
green,and,12.5%,of,11.11%,meadows,9.72%
last,of,7.27%,muster,7.27%,picture,5.45%
days,of,22.64%,he,9.43%,when,7.55%
i,was,6.67%,had,6.67%,know,5.0%
her,eyes,2.96%,feet,2.59%,in,2.59%
little,pictures,3.75%,as,3.12%,picture,3.12%
women,in,10.89%,of,10.89%,and,9.9%
seen,in,15.0%,to,8.75%,through,6.25%
through,the,41.52%,a,8.19%,which,6.43%
be,found,8.25%,seen,8.25%,the,5.5%
light,of,10.98%,and,10.16%,in,5.69%
out,of,30.53%,with,9.16%,in,7.63%
or,the,14.38%,a,8.95%,less,3.19%
grey,and,15.28%,background,5.56%,of,5.56%
young,man,10.89%,and,8.91%,girl,6.93%
man,of,19.33%,who,16.81%,and,11.76%
woman,with,21.62%,who,12.16%,is,9.46%
children,and,10.71%,of,10.71%,in,10.71%
death,of,27.45%,the,11.76%,and,7.84%
love,and,22.03%,of,13.56%,for,6.78%
spirit,of,30.12%,which,7.23%,and,6.02%
all,the,28.01%,these,4.71%,their,4.45%
artists,of,11.49%,and,5.75%,who,4.6%
which,he,13.54%,the,8.19%,is,6.99%
had,been,13.18%,a,6.12%,not,3.76%
never,been,12.5%,have,4.69%,seen,4.69%
been,painted,5.63%,so,3.76%,a,3.29%
there,is,33.75%,are,12.3%,was,9.46%
before,the,35.25%,his,8.2%,him,8.2%
were,the,7.74%,in,3.37%,to,3.03%
most,of,6.28%,important,2.69%,beautiful,2.69%
whose,names,4.92%,works,4.92%,name,3.28%
have,been,19.75%,a,6.69%,the,5.1%
world,of,21.94%,exhibition,7.74%,and,7.74%
she,is,22.47%,has,13.48%,should,4.49%
up,to,20.59%,the,15.69%,in,6.86%
upon,the,43.43%,a,12.25%,his,5.35%
another,picture,9.09%,the,4.55%,world,4.55%
age,of,15.25%,in,10.17%,the,8.47%
its,own,2.5%,proper,1.43%,way,1.07%
masters,of,14.63%,and,8.54%,but,7.32%
became,the,23.08%,a,17.95%,an,7.69%
style,of,27.59%,which,9.2%,and,8.05%
without,the,10.81%,any,9.91%,a,5.41%
beauty,of,26.32%,is,5.26%,and,5.26%
people,who,8.57%,are,7.14%,in,5.71%
who,has,8.54%,is,6.1%,had,5.49%
every,one,14.39%,figure,3.6%,day,3.6%
expression,of,24.14%,to,12.07%,in,8.62%
but,the,13.45%,in,7.11%,he,4.57%
they,are,18.04%,were,10.0%,have,8.7%
long,as,9.68%,before,6.45%,white,4.84%
came,to,32.35%,into,13.24%,forward,10.29%
that,the,9.97%,of,7.28%,he,6.17%
did,not,53.33%,for,6.67%,the,5.0%
work,of,20.23%,in,10.4%,and,5.78%
he,was,9.79%,has,9.16%,had,6.32%
also,the,14.86%,a,4.05%,is,2.7%
everything,is,18.27%,which,7.69%,that,6.73%
themselves,to,12.66%,in,12.66%,with,11.39%
effect,of,17.78%,and,6.67%,that,6.67%
hand,of,8.2%,to,6.56%,a,6.56%
nature,and,10.44%,in,7.69%,as,4.95%
such,a,22.75%,as,17.96%,an,7.19%
are,the,7.63%,not,3.82%,in,1.91%
always,in,7.02%,to,5.26%,a,5.26%
drawing,room,13.21%,and,11.32%,the,9.43%
one,of,26.2%,who,4.81%,is,3.21%
then,the,17.65%,he,13.24%,to,5.88%
over,the,42.35%,a,5.29%,his,3.53%
full,of,62.5%,and,3.57%,light,3.57%
like,a,30.52%,the,14.86%,that,3.61%
lines,of,25.81%,and,19.35%,in,8.06%
feeling,for,20.9%,and,16.42%,of,10.45%
those,of,25.83%,who,14.17%,days,5.0%
men,and,20.41%,who,11.22%,of,10.2%
truth,and,14.04%,in,12.28%,to,10.53%
first,time,7.36%,to,6.75%,picture,5.52%
though,he,18.07%,it,18.07%,they,13.25%
him,in,11.52%,to,8.23%,the,7.82%
some,of,30.65%,extent,6.45%,small,3.23%
has,been,11.34%,a,4.33%,the,4.12%
here,and,20.83%,he,11.11%,the,8.33%
tender,and,12.12%,light,4.55%,poems,4.55%
might,be,37.04%,have,29.63%,almost,7.41%
stands,in,19.35%,at,8.06%,to,8.06%
eyes,of,15.45%,and,10.0%,which,4.55%
permission,of,99.13%,from,0.87%
where,the,25.19%,he,18.32%,a,6.11%
grace,and,31.37%,of,25.49%,the,5.88%
something,of,16.05%,which,7.41%,primitive,2.47%
figures,of,17.42%,are,8.39%,and,7.1%
many,of,16.9%,sided,7.04%,years,5.63%
yet,in,7.45%,the,7.45%,he,6.38%
them,in,13.02%,and,5.12%,all,4.65%
give,a,15.69%,the,13.73%,expression,9.8%
amid,the,54.9%,a,13.73%,an,3.92%
sun,and,10.53%,the,6.58%,of,5.26%
what,is,22.63%,he,13.87%,was,6.57%
bright,and,14.75%,daylight,4.92%,green,3.28%
years,in,9.8%,before,9.8%,of,8.82%
nor,the,11.32%,of,7.55%,are,7.55%
painted,in,12.29%,the,12.29%,with,5.93%
when,he,28.24%,the,22.69%,they,6.48%
own,and,6.67%,way,2.67%,work,2.67%
same,time,24.82%,way,7.3%,year,4.38%
these,pictures,11.57%,works,9.26%,days,5.56%
works,of,31.73%,which,10.1%,are,7.69%
paint,the,19.61%,what,7.84%,in,5.88%
just,as,54.05%,to,4.05%,stepped,2.7%
any,rate,10.89%,one,9.9%,other,5.94%
being,a,9.64%,the,3.61%,able,3.61%
nothing,of,23.75%,in,10.0%,but,8.75%
than,the,19.3%,that,6.14%,in,5.26%
way,in,18.89%,the,7.78%,to,6.67%
very,opposite,5.63%,different,5.63%,essence,2.82%
owner,of,96.36%,was,1.82%,or,1.82%
two,gentlemen,3.03%,great,3.03%,works,3.03%
may,be,49.15%,even,3.39%,one,3.39%
himself,to,13.74%,with,9.16%,in,7.63%
amongst,the,56.16%,his,6.85%,all,4.11%
scenes,from,28.3%,of,20.75%,in,11.32%
merely,a,10.14%,the,10.14%,as,5.8%
trees,and,24.59%,or,8.2%,in,4.92%
colours,and,16.67%,the,8.89%,in,7.78%
blue,sky,11.84%,and,7.89%,the,5.26%
red,and,16.67%,tones,3.85%,which,2.56%
whole,of,10.0%,picture,7.14%,life,4.29%
if,he,14.13%,one,9.78%,they,9.78%
room,in,16.07%,of,8.93%,the,5.36%
artist,who,10.0%,in,7.14%,of,7.14%
would,have,20.27%,be,18.92%,make,4.05%
while,the,30.0%,in,13.33%,a,8.33%
now,in,10.67%,the,5.33%,and,5.33%
far,as,14.55%,more,12.73%,from,7.27%
water,and,16.67%,colour,12.96%,colours,12.96%
delicate,and,7.22%,in,3.09%,he,2.06%
almost,all,9.52%,exclusively,6.35%,always,6.35%
evening,light,5.36%,sun,5.36%,with,5.36%
air,of,19.32%,and,10.23%,the,6.82%
soft,and,16.67%,light,5.0%,undulating,5.0%
flowers,and,20.34%,of,10.17%,in,6.78%
manner,of,34.48%,in,12.07%,the,6.9%
sky,and,12.5%,the,9.38%,in,4.69%
found,in,26.87%,the,11.94%,its,8.96%
tones,of,16.98%,and,11.32%,in,9.43%
refined,and,17.65%,in,5.88%,scheme,1.96%
des,beaux,78.18%,oeuvres,5.45%,arts,5.45%
