word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
place,to,13.58%,of,12.35%,and,9.88%
no,longer,6.12%,one,3.67%,little,3.06%
less,than,13.33%,a,5.0%,likely,3.33%
than,the,14.44%,a,10.0%,to,5.0%
found,a,10.0%,the,6.67%,that,6.67%
liberty,party,24.0%,and,20.0%,of,5.33%
character,of,40.28%,and,11.11%,the,6.94%
these,were,5.47%,circumstances,4.69%,people,3.12%
they,were,24.08%,had,8.11%,are,5.9%
or,the,4.45%,a,3.42%,to,2.4%
such,a,23.53%,an,8.5%,was,6.54%
should,be,35.64%,have,3.96%,he,2.97%
like,the,13.6%,a,12.8%,spirit,5.6%
many,of,14.94%,a,8.05%,years,6.9%
there,was,32.62%,is,14.59%,were,11.59%
part,of,70.59%,to,3.92%,in,3.92%
what,he,15.22%,was,9.24%,is,6.52%
do,not,21.55%,so,5.17%,the,4.31%
never,before,4.88%,be,4.88%,has,4.88%
almost,entirely,5.88%,to,5.88%,before,3.92%
moral,and,11.0%,movement,6.0%,sense,5.0%
any,other,10.71%,man,5.36%,of,5.36%
went,to,16.67%,on,10.61%,forth,6.06%
purpose,of,16.18%,and,10.29%,the,7.35%
have,been,17.19%,the,4.91%,a,3.16%
god,and,14.81%,for,7.41%,of,5.56%
here,is,25.42%,in,6.78%,the,5.08%
if,the,14.55%,it,11.52%,he,10.91%
good,man,7.69%,the,4.62%,to,4.62%
among,the,51.22%,them,13.41%,their,4.88%
made,a,9.15%,the,7.19%,by,6.54%
their,own,2.16%,lives,1.29%,right,1.08%
first,time,8.06%,to,4.84%,day,2.42%
then,the,9.6%,he,5.6%,in,4.8%
another,of,5.06%,name,3.8%,time,2.53%
within,the,33.33%,a,11.76%,his,7.84%
during,the,52.31%,this,15.38%,his,4.62%
states,to,7.47%,the,5.75%,and,5.17%
nothing,but,13.56%,could,6.78%,of,5.08%
only,the,8.16%,in,6.12%,to,6.12%
most,radical,3.61%,glorious,3.61%,effective,3.61%
friend,and,13.73%,of,9.8%,in,5.88%
indeed,the,16.07%,it,7.14%,to,5.36%
soul,of,9.62%,for,7.69%,was,7.69%
put,in,8.77%,down,8.77%,the,8.77%
make,a,15.79%,the,14.47%,his,3.95%
war,of,12.28%,and,5.26%,which,5.26%
state,of,30.97%,and,7.08%,the,7.08%
said,that,14.04%,he,14.04%,in,10.53%
against,the,36.21%,slavery,12.07%,him,5.17%
through,the,59.77%,which,3.45%,its,3.45%
where,the,15.73%,he,14.61%,it,10.11%
church,and,16.95%,in,6.78%,he,5.08%
own,country,4.4%,condition,3.3%,or,2.2%
spirit,of,42.19%,and,6.25%,was,6.25%
over,the,35.79%,his,4.21%,a,3.16%
how,the,9.64%,much,6.02%,could,4.82%
other,and,6.67%,than,4.17%,men,4.17%
old,man,4.6%,state,4.6%,and,4.6%
some,of,15.12%,time,3.49%,such,3.49%
same,time,21.62%,month,6.76%,the,4.05%
work,of,23.19%,in,7.25%,he,5.8%
power,of,12.66%,and,8.86%,which,7.59%
himself,and,12.36%,to,7.87%,in,7.87%
time,and,6.33%,to,6.33%,in,5.06%
are,the,6.09%,not,5.08%,we,4.57%
city,and,9.76%,of,7.32%,the,6.1%
few,weeks,13.73%,months,11.76%,years,9.8%
without,a,11.82%,the,8.18%,doubt,5.45%
very,few,3.08%,name,3.08%,large,3.08%
friends,of,34.67%,and,13.33%,to,8.0%
might,be,30.36%,have,16.07%,as,3.57%
even,in,8.22%,the,8.22%,a,6.85%
under,the,50.0%,a,7.89%,these,3.95%
american,anti,16.22%,slavery,10.81%,people,6.76%
party,and,11.29%,which,9.68%,was,6.45%
while,the,20.0%,they,6.15%,we,6.15%
public,opinion,17.54%,sentiment,10.53%,mind,4.39%
subject,of,55.95%,the,8.33%,was,3.57%
society,and,12.14%,in,7.51%,was,6.94%
also,in,14.06%,the,10.94%,to,9.38%
will,be,18.42%,not,11.18%,of,4.61%
south,and,7.59%,was,7.59%,carolina,6.9%
you,have,14.5%,will,7.63%,to,6.11%
your,views,4.35%,own,4.35%,part,2.9%
every,one,7.07%,slave,6.06%,day,6.06%
must,be,26.8%,needs,10.31%,have,9.28%
whole,country,9.26%,body,3.7%,land,3.7%
meeting,of,16.48%,and,12.09%,was,10.99%
seemed,to,59.68%,the,3.23%,everywhere,3.23%
political,action,10.71%,parties,5.95%,rights,4.76%
country,and,17.53%,the,7.22%,in,6.19%
people,of,27.91%,to,6.2%,were,5.43%
editor,of,41.67%,and,8.33%,his,5.0%
paper,was,6.94%,he,6.94%,the,5.56%
shall,be,14.77%,have,7.95%,the,5.68%
nor,the,12.96%,was,7.41%,to,5.56%
free,states,35.15%,people,9.7%,speech,7.27%
law,and,16.67%,of,11.67%,it,6.67%
human,nature,11.76%,beings,7.35%,race,4.41%
national,society,9.35%,government,7.48%,territories,6.54%
cause,of,33.33%,in,6.25%,but,5.21%
nation,was,11.32%,to,11.32%,and,5.66%
government,in,9.09%,and,9.09%,was,7.27%
question,of,17.19%,was,10.94%,the,9.38%
england,anti,20.63%,and,9.52%,as,4.76%
mr,garrison,46.99%,garrison's,15.66%,may,6.02%
boston,in,10.71%,and,10.71%,the,6.25%
garrison's,early,3.12%,first,3.12%,address,3.12%
freedom,of,23.26%,and,18.6%,the,5.81%
movement,against,16.46%,for,7.59%,in,6.33%
union,with,7.97%,the,6.52%,and,5.07%
reformer,and,10.71%,in,7.14%,was,7.14%
southern,states,12.35%,excitement,7.41%,slave,6.17%
slave,holding,11.51%,power,11.51%,states,10.32%
colored,people,29.09%,population,7.27%,man,5.45%
right,of,37.5%,to,17.5%,and,10.0%
abolition,of,31.65%,movement,13.92%,cause,6.33%
north,and,14.91%,was,5.26%,the,5.26%
emancipation,the,11.86%,and,11.86%,of,8.47%
themselves,and,8.93%,into,8.93%,of,7.14%
slaves,to,12.35%,in,11.11%,and,8.64%
rights,of,30.77%,and,19.23%,it,3.85%
hall,and,12.5%,the,6.94%,was,6.94%
abolitionists,were,12.12%,had,8.08%,and,7.07%
convention,of,11.11%,was,11.11%,which,5.56%
mob,had,8.11%,at,4.05%,the,4.05%
