word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
day,and,8.14%,of,6.4%,in,5.23%
home,plantation,13.89%,and,12.5%,of,10.42%
very,little,9.19%,well,5.01%,soon,4.74%
fact,that,33.64%,of,8.41%,is,5.61%
before,the,19.05%,i,16.02%,he,6.93%
states,i,9.52%,and,6.67%,of,5.71%
let,me,23.76%,him,20.79%,us,14.85%
any,one,10.92%,other,8.68%,thing,8.68%
other,slaves,7.45%,and,4.71%,things,3.53%
without,the,12.02%,a,11.54%,being,5.77%
slaves,and,10.24%,of,5.12%,to,4.39%
left,me,13.39%,to,8.93%,in,5.36%
how,to,21.25%,i,10.0%,it,3.75%
condition,of,23.81%,i,9.52%,was,9.52%
what,i,12.26%,was,10.0%,is,9.35%
away,to,12.59%,and,11.11%,from,8.89%
where,i,18.33%,the,16.67%,he,7.22%
three,years,15.89%,or,8.41%,millions,7.48%
years,old,18.75%,ago,13.19%,of,13.19%
power,of,22.69%,to,15.13%,and,11.76%
can,be,14.36%,easily,4.26%,make,3.19%
long,and,8.63%,in,7.91%,before,6.47%
few,moments,10.32%,of,7.14%,days,6.35%
hands,of,28.36%,and,5.97%,were,5.22%
must,be,24.69%,have,10.46%,not,5.44%
am,not,10.98%,i,5.49%,a,4.27%
down,to,13.48%,the,12.06%,in,7.8%
like,a,18.75%,the,12.5%,to,4.69%
freedom,and,10.48%,i,8.57%,of,6.67%
thus,the,6.4%,to,4.8%,ended,4.0%
thought,of,23.08%,i,20.98%,that,13.29%
felt,that,14.42%,as,8.65%,the,5.77%
called,upon,16.36%,the,10.0%,by,10.0%
blood,of,8.26%,and,8.26%,from,7.34%
if,i,18.67%,he,12.65%,the,7.23%
these,were,6.87%,i,2.67%,the,2.67%
thing,to,11.88%,i,6.93%,of,4.95%
when,i,26.65%,the,11.09%,he,9.59%
over,the,22.45%,with,7.48%,my,6.8%
place,of,12.14%,in,8.57%,to,6.43%
two,years,9.68%,slaves,6.45%,or,5.65%
plantation,and,9.16%,of,6.11%,i,6.11%
way,to,20.29%,of,15.94%,in,4.35%
baltimore,and,11.61%,to,10.32%,for,5.16%
slaveholder,and,6.67%,in,4.76%,is,4.76%
then,the,4.67%,i,4.0%,he,4.0%
your,story,3.6%,eyes,2.16%,hands,2.16%
come,to,16.82%,what,6.54%,forward,6.54%
slaveholders,and,6.67%,of,5.33%,the,4.0%
enough,to,55.86%,of,9.91%,for,6.31%
children,of,9.55%,and,8.92%,to,7.01%
see,the,11.43%,that,7.86%,her,5.0%
told,me,34.96%,him,24.39%,that,6.5%
us,to,7.61%,and,7.61%,in,6.88%
her,to,4.84%,husband,3.29%,own,2.94%
she,was,25.25%,had,12.29%,did,3.32%
again,to,10.09%,i,7.34%,and,5.5%
too,much,6.34%,in,4.23%,late,4.23%
off,to,15.0%,the,15.0%,and,6.67%
say,that,25.17%,i,7.28%,of,5.96%
know,that,13.6%,not,9.6%,of,8.8%
always,a,4.95%,and,3.96%,be,3.96%
me,to,10.93%,and,8.16%,a,5.08%
name,of,33.01%,was,9.71%,and,6.8%
about,the,15.68%,to,8.47%,it,5.93%
new,york,22.56%,home,11.59%,england,6.1%
up,to,14.44%,the,14.08%,in,9.15%
went,to,19.7%,there,10.61%,on,9.85%
during,the,70.87%,my,4.85%,which,4.85%
master,thomas,14.69%,hugh,14.04%,and,9.87%
mr,covey,31.13%,gore,8.17%,william,5.45%
hand,and,14.29%,in,7.14%,of,6.25%
get,a,13.99%,the,13.29%,rid,5.59%
well,as,34.8%,be,4.4%,calculated,2.0%
right,to,29.63%,of,15.74%,and,12.04%
myself,and,12.11%,to,11.05%,in,9.47%
did,not,47.68%,i,5.91%,so,3.38%
take,the,13.95%,care,10.85%,a,7.75%
seemed,to,52.38%,almost,4.76%,very,3.81%
through,the,32.41%,which,11.11%,my,7.41%
said,to,11.28%,i,7.69%,he,7.18%
here,was,9.93%,i,8.61%,the,5.3%
covey,and,12.18%,was,9.64%,he,4.57%
