word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
little,a,17.18%,very,14.54%,the,10.57%
white,the,21.33%,a,18.0%,poor,3.33%
could,i,38.46%,he,10.42%,who,3.47%
be,to,40.23%,would,7.93%,may,7.37%
found,i,46.26%,be,8.16%,he,4.08%
would,he,16.45%,i,10.42%,they,9.87%
all,of,13.11%,in,6.97%,with,4.32%
god,of,27.68%,that,8.04%,to,5.36%
nothing,do,6.31%,and,5.41%,was,5.41%
make,to,50.31%,and,8.7%,would,6.21%
people,the,25.41%,colored,24.31%,white,3.87%
only,not,25.47%,the,12.73%,and,4.87%
came,i,13.08%,he,7.69%,who,3.85%
such,of,10.39%,in,8.44%,that,5.19%
after,and,7.93%,soon,5.73%,time,3.08%
human,of,31.19%,the,17.43%,a,7.34%
heart,the,17.7%,my,16.81%,and,7.08%
some,of,7.38%,in,6.97%,by,6.56%
soon,was,19.09%,as,15.45%,very,15.45%
we,that,6.85%,and,5.44%,if,4.03%
just,was,12.75%,and,7.84%,but,5.88%
now,was,15.8%,i,9.77%,had,5.17%
even,and,13.38%,not,7.04%,which,2.82%
among,and,3.25%,was,2.6%,rivalry,1.95%
they,that,8.31%,which,5.33%,as,4.86%
back,my,11.54%,look,8.65%,go,6.73%
will,i,26.64%,reader,9.12%,you,7.66%
you,if,5.83%,that,4.17%,which,3.61%
old,my,18.28%,the,11.83%,of,9.68%
state,the,25.98%,free,12.6%,a,9.45%
whole,the,75.0%,a,7.69%,this,2.88%
might,i,17.68%,he,9.15%,it,8.54%
almost,was,9.6%,had,6.4%,i,5.6%
part,the,22.76%,a,12.2%,my,7.32%
if,that,8.64%,and,8.33%,as,7.72%
same,the,93.98%,this,3.01%,very,1.5%
colored,the,28.68%,free,13.97%,a,11.03%
not,was,15.47%,did,10.41%,could,8.38%
out,me,3.7%,came,2.36%,went,2.02%
should,i,43.98%,we,9.42%,he,7.33%
do,to,37.09%,i,14.18%,could,8.36%
good,a,16.86%,the,16.86%,as,6.4%
however,i,9.9%,this,8.91%,was,3.96%
under,was,4.97%,were,3.11%,placed,2.48%
were,we,17.23%,they,12.08%,there,7.6%
may,it,10.53%,he,10.12%,i,9.31%
day,the,20.45%,one,10.23%,that,5.68%
home,the,24.29%,new,13.57%,at,11.43%
very,a,17.45%,the,13.02%,was,7.76%
fact,the,50.93%,in,11.11%,a,7.41%
before,long,3.98%,days,3.1%,and,2.65%
states,united,44.76%,free,10.48%,the,9.52%
any,of,8.64%,in,7.8%,at,6.41%
other,the,29.57%,each,12.84%,any,12.06%
without,and,7.66%,not,4.31%,me,2.39%
slaves,the,28.96%,his,7.18%,of,5.94%
left,i,24.32%,had,8.11%,he,5.41%
how,and,6.45%,matter,6.45%,know,5.81%
condition,my,22.86%,the,16.19%,wretched,7.62%
said,he,17.44%,have,11.79%,and,6.67%
what,of,4.9%,with,4.58%,in,3.59%
away,run,23.91%,running,13.77%,me,4.35%
where,and,4.55%,from,2.84%,place,2.27%
three,about,8.33%,of,7.41%,or,6.48%
years,three,11.72%,eight,8.97%,seven,8.97%
power,the,26.09%,his,9.57%,of,6.09%
can,i,22.11%,he,7.89%,man,5.79%
long,a,15.94%,not,15.22%,the,5.07%
few,a,55.2%,but,5.6%,and,4.8%
hands,the,34.09%,his,16.67%,her,7.58%
must,i,27.54%,it,8.05%,he,6.36%
am,i,93.08%,and,2.52%,why,2.52%
down,set,5.59%,going,3.5%,me,3.5%
like,something,4.71%,and,3.66%,the,3.14%
freedom,of,27.36%,my,11.32%,to,8.49%
thus,and,9.52%,marked,4.76%,while,3.17%
thought,the,25.35%,i,14.79%,he,6.34%
felt,i,40.95%,and,8.57%,now,3.81%
called,be,15.32%,was,12.61%,is,9.01%
blood,the,37.61%,and,10.09%,of,10.09%
these,of,23.08%,to,3.85%,all,3.08%
thing,any,30.69%,a,15.84%,every,9.9%
when,and,5.22%,that,2.17%,them,1.96%
over,and,3.42%,was,2.74%,advantage,2.74%
place,the,27.94%,took,6.62%,a,6.62%
two,or,11.29%,of,8.87%,the,8.06%
plantation,the,39.05%,home,19.05%,this,10.48%
way,the,29.2%,my,8.76%,this,8.03%
baltimore,to,25.48%,in,25.48%,at,10.83%
slaveholder,the,42.72%,a,26.21%,rich,4.85%
then,and,12.41%,was,8.28%,he,5.52%
your,to,7.69%,of,5.59%,in,4.2%
come,to,18.52%,had,10.19%,would,6.48%
slaveholders,the,27.52%,of,16.11%,by,6.71%
enough,was,11.71%,long,6.31%,not,5.41%
children,the,20.51%,and,8.97%,her,8.97%
see,to,39.44%,could,13.38%,i,7.04%
told,i,22.4%,and,12.8%,was,10.4%
us,of,7.83%,with,6.05%,to,6.05%
her,of,12.13%,in,5.55%,to,5.37%
she,that,6.35%,as,4.68%,which,3.34%
again,and,10.91%,me,8.18%,back,8.18%
too,was,12.14%,or,5.0%,then,4.29%
off,be,4.2%,take,4.2%,cut,4.2%
say,to,35.53%,i,18.42%,must,5.92%
know,to,24.8%,i,21.6%,not,18.4%
always,not,10.89%,was,8.91%,i,7.92%
me,to,10.16%,upon,4.13%,for,4.05%
name,the,37.25%,my,8.82%,his,5.88%
about,was,10.34%,is,2.59%,were,2.59%
up,made,3.91%,came,2.85%,get,2.49%
went,i,44.62%,and,9.23%,we,6.92%
during,time,2.97%,place,2.97%,and,2.97%
master,old,17.77%,his,10.28%,my,9.64%
mr,of,14.15%,with,7.56%,to,7.32%
hand,in,10.62%,field,7.96%,a,7.96%
get,to,51.05%,could,9.09%,and,5.59%
well,as,43.6%,very,7.2%,a,2.8%
right,the,26.42%,a,14.15%,my,11.32%
myself,found,10.16%,and,8.56%,of,5.35%
did,i,23.93%,he,16.67%,it,5.56%
take,to,47.66%,will,7.03%,would,7.03%
seemed,he,20.0%,it,7.62%,they,6.67%
through,flashed,4.59%,him,4.59%,me,3.67%
thomas,master,65.69%,mr,4.9%,little,3.92%
here,but,6.12%,and,2.04%,come,2.04%
covey,mr,40.2%,of,9.05%,edward,4.52%
