word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
little,dollar,7.37%,girl,6.39%,ones,4.67%
christmas,tree,12.15%,eve,9.72%,in,5.67%
took,the,20.42%,a,14.79%,her,7.75%
what,he,13.42%,was,8.23%,it,6.06%
saw,the,23.97%,it,10.74%,him,10.74%
who,had,19.09%,is,4.3%,was,4.3%
fire,in,12.11%,and,5.38%,was,4.48%
he,had,12.81%,was,10.31%,said,5.3%
went,out,15.7%,in,9.42%,to,8.97%
way,of,9.71%,to,7.28%,for,5.34%
baby,in,9.63%,and,5.93%,is,4.44%
sat,up,9.9%,on,9.9%,by,7.92%
at,the,38.37%,a,4.97%,once,4.51%
or,a,7.45%,the,6.74%,two,3.19%
fell,upon,21.5%,and,4.67%,into,4.67%
no,one,11.9%,more,4.82%,longer,3.97%
about,the,17.09%,it,8.54%,him,8.04%
man,who,7.17%,and,6.77%,had,5.18%
him,to,8.12%,and,7.84%,in,4.81%
big,stores,4.35%,hearty,3.48%,bottle,3.48%
their,own,4.14%,heads,2.56%,christmas,2.17%
back,to,14.1%,and,7.49%,the,7.05%
where,the,30.55%,he,12.0%,they,5.45%
might,have,27.36%,be,16.04%,and,4.72%
her,to,2.4%,in,1.94%,hand,1.94%
away,and,9.87%,in,7.89%,from,6.58%
then,he,14.54%,the,10.57%,it,6.17%
once,more,14.44%,the,8.33%,and,7.22%
himself,and,8.62%,he,6.03%,that,6.03%
made,a,13.46%,the,7.21%,to,6.25%
every,day,13.01%,one,8.94%,night,7.32%
good,will,9.83%,as,6.94%,deal,5.2%
she,had,13.36%,was,13.07%,said,6.9%
ever,since,8.91%,so,7.92%,to,3.96%
only,the,12.5%,to,10.0%,one,10.0%
do,it,11.48%,you,10.66%,not,8.2%
get,the,9.57%,out,8.7%,a,6.96%
over,the,33.74%,to,6.38%,it,5.47%
head,and,14.41%,of,7.21%,in,6.31%
gone,to,13.59%,out,5.83%,from,3.88%
into,the,44.65%,a,11.81%,her,3.69%
so,much,8.64%,many,5.86%,that,5.56%
down,the,20.83%,in,8.65%,to,7.69%
did,not,37.36%,it,6.9%,the,6.9%
such,a,36.89%,an,4.85%,as,3.88%
make,the,14.71%,a,13.73%,out,6.86%
child,she,6.72%,and,6.72%,was,5.88%
tenement,was,9.15%,house,4.93%,and,4.93%
house,and,7.64%,to,7.01%,was,5.73%
upon,the,42.89%,his,8.38%,it,5.58%
time,to,8.11%,it,7.57%,the,5.41%
now,and,10.17%,he,6.78%,i,5.65%
long,and,7.47%,since,6.9%,island,4.6%
found,out,10.0%,them,9.23%,him,9.23%
something,to,10.0%,that,9.09%,in,7.27%
off,the,17.36%,his,7.64%,and,5.56%
hand,the,12.5%,and,8.82%,as,5.88%
three,years,9.16%,days,3.82%,dollars,3.82%
you,know,8.24%,do,3.92%,are,3.53%
left,in,9.82%,behind,8.04%,the,7.14%
room,for,10.0%,was,8.46%,and,6.92%
another,day,5.94%,at,3.96%,for,3.96%
any,one,23.97%,other,6.61%,more,6.61%
old,man,8.95%,woman,6.39%,and,4.47%
first,and,9.01%,time,7.21%,baby,3.6%
window,and,11.18%,of,7.89%,sill,7.89%
while,the,27.34%,he,12.23%,they,5.76%
got,up,11.71%,a,8.11%,to,7.21%
go,to,17.61%,she,4.93%,back,3.52%
like,a,36.84%,so,7.52%,the,5.26%
through,the,53.89%,a,5.7%,his,4.15%
against,the,52.5%,him,8.33%,it,7.5%
day,and,10.78%,the,6.9%,a,6.9%
heard,the,16.8%,of,14.4%,it,9.6%
night,and,15.49%,the,12.68%,in,7.04%
eyes,and,16.5%,that,7.77%,with,5.83%
will,be,12.23%,you,6.38%,come,5.85%
see,the,14.29%,what,13.45%,it,6.72%
we,had,11.67%,were,9.17%,will,5.0%
right,and,10.19%,in,8.33%,the,8.33%
stood,by,8.85%,in,8.85%,the,7.96%
men,and,19.76%,were,4.79%,who,4.79%
woman,with,13.1%,was,8.28%,and,5.52%
door,of,11.87%,and,8.68%,the,4.57%
face,of,10.88%,and,10.2%,was,4.76%
mother,and,11.38%,of,9.76%,the,4.88%
know,the,14.89%,it,12.06%,what,8.51%
very,little,4.32%,likely,4.32%,much,2.88%
