word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
bird,is,14.1%,in,8.55%,and,6.84%
on,the,72.24%,a,5.88%,each,3.76%
other,species,12.15%,members,9.39%,the,4.42%
may,be,43.88%,at,5.1%,reasonably,3.06%
much,more,11.32%,resembles,6.6%,less,6.6%
being,the,6.4%,a,4.8%,of,4.8%
frequently,seen,7.81%,uttered,6.25%,found,4.69%
country,it,15.38%,and,10.77%,in,9.23%
species,of,24.46%,is,9.44%,in,4.29%
be,seen,9.26%,found,8.52%,the,7.78%
only,one,13.1%,a,9.52%,be,9.52%
form,of,23.33%,and,20.0%,a,6.67%
seen,on,13.33%,in,11.11%,it,11.11%
any,other,24.62%,account,4.62%,information,4.62%
its,habits,8.28%,flight,5.75%,food,4.14%
habits,and,38.98%,of,10.17%,or,6.78%
those,of,41.09%,i,6.2%,who,3.88%
coast,of,26.67%,it,8.33%,and,6.67%
abundant,in,30.51%,on,16.95%,supply,11.86%
all,the,51.71%,over,5.98%,but,5.98%
also,been,5.0%,observed,5.0%,found,3.75%
very,dark,6.37%,much,6.37%,abundant,4.9%
like,the,26.09%,that,13.04%,those,5.43%
branches,of,59.09%,in,6.82%,and,6.82%
trees,and,17.42%,it,9.85%,of,6.82%
when,the,17.28%,it,8.64%,fully,8.64%
are,of,10.22%,very,5.25%,alike,4.14%
upon,the,23.21%,which,23.21%,one,7.14%
food,consists,27.4%,which,9.59%,is,8.22%
insects,and,19.75%,of,14.81%,which,9.88%
two,sexes,13.58%,or,11.11%,in,9.26%
young,of,16.0%,birds,12.0%,bird,6.67%
plate,represents,76.19%,the,3.17%,has,3.17%
an,inhabitant,10.45%,adult,5.22%,inch,4.48%
were,generally,5.06%,found,3.8%,formed,3.8%
among,the,86.21%,which,3.45%,its,2.3%
plumage,of,15.58%,and,11.69%,but,5.19%
they,are,38.79%,were,8.62%,may,4.31%
nest,is,29.09%,of,17.27%,and,7.27%
some,of,18.64%,instances,10.17%,low,6.78%
sexes,are,26.97%,of,23.6%,present,8.99%
colour,the,13.64%,with,6.36%,of,6.36%
or,three,7.18%,the,5.13%,other,3.59%
size,illustration,47.34%,and,11.24%,of,11.24%
specimens,of,17.74%,from,17.74%,in,8.06%
tail,coverts,29.82%,feathers,24.12%,dark,6.58%
feathers,of,18.6%,on,9.3%,tipped,4.65%
more,than,8.59%,abundant,6.25%,open,3.91%
tipped,with,96.88%,except,1.56%,on,1.56%
than,the,21.88%,in,10.16%,her,10.16%
deep,chestnut,13.46%,black,9.62%,velvety,7.69%
down,the,69.44%,each,8.33%,in,4.17%
centre,of,47.42%,tail,7.22%,feathers,6.19%
neck,and,23.68%,black,9.21%,a,3.95%
each,feather,52.0%,side,15.2%,other,14.4%
head,and,34.17%,neck,7.5%,all,5.0%
back,of,33.73%,and,19.28%,wings,6.02%
wings,and,53.12%,dark,6.25%,black,5.21%
olive,brown,23.3%,the,10.68%,green,7.77%
wing,coverts,34.55%,and,16.36%,feathers,3.64%
coverts,and,14.6%,white,10.22%,black,5.11%
same,time,19.3%,colour,10.53%,or,5.26%
upper,surface,55.41%,tail,15.92%,part,7.01%
primaries,and,34.85%,black,7.58%,margined,6.06%
base,of,47.46%,and,15.25%,with,8.47%
small,families,4.85%,troops,2.91%,and,2.91%
throat,and,41.35%,breast,4.81%,white,3.85%
buff,thinly,5.56%,at,5.56%,the,5.56%
under,surface,56.57%,tail,23.43%,the,9.71%
irides,dark,15.73%,reddish,10.11%,very,8.99%
dark,brown,63.39%,grey,6.25%,brownish,3.57%
bill,and,25.93%,black,20.74%,blackish,7.41%
feet,black,11.02%,blackish,9.32%,from,6.78%
figures,are,69.81%,represent,24.53%,in,3.77%
natural,size,89.81%,habitat,2.78%,reservoir,0.93%
part,of,46.84%,iv,10.0%,i,10.0%
where,it,52.5%,the,8.75%,they,8.75%
most,conspicuous,5.32%,scrutinizing,4.26%,abundant,4.26%
over,the,58.42%,with,11.88%,each,5.94%
eye,and,23.68%,a,9.21%,white,5.26%
portion,of,100.0%
near,the,72.5%,ally,10.0%,to,2.5%
about,the,15.09%,two,13.21%,one,11.32%
while,the,15.49%,on,9.86%,in,8.45%
ear,coverts,84.91%,feathers,1.89%,springs,1.89%
fine,grasses,14.29%,twigs,14.29%,species,5.36%
proc,of,100.0%
both,sexes,17.31%,in,15.38%,on,7.69%
one,of,37.66%,inch,12.34%,part,2.6%
female,of,21.37%,is,20.61%,differs,8.4%
three,in,26.56%,feet,9.38%,following,6.25%
found,in,18.69%,it,14.95%,to,13.08%
no,difference,12.73%,information,9.09%,means,5.45%
surface,of,14.42%,white,8.65%,greyish,8.17%
feather,with,12.68%,having,11.27%,of,8.45%
lath,gen,63.37%,ind,33.66%,mss,2.97%
supp,vol,51.72%,p,48.28%
gen,hist,33.79%,zool,31.03%,syn,24.14%
syn,supp,47.69%,birds,41.54%,of,4.62%
whole,of,57.41%,troop,5.56%,a,3.7%
western,australia,76.47%,coast,7.35%,portions,4.41%
during,the,50.77%,my,15.38%,which,9.23%
for,the,25.48%,a,7.01%,its,5.73%
smaller,than,28.12%,size,17.19%,in,12.5%
note,is,28.33%,which,13.33%,of,8.33%
rather,than,11.54%,less,7.69%,small,7.69%
eggs,are,40.85%,which,18.31%,of,8.45%
number,of,35.82%,are,7.46%,and,7.46%
lines,long,35.37%,broad,30.49%,and,12.2%
blackish,brown,82.19%,grey,9.59%,olive,2.74%
margined,with,66.67%,externally,15.69%,on,9.8%
reddish,brown,60.78%,buff,25.49%,chestnut,5.88%
male,and,38.68%,has,19.81%,the,4.72%
greyish,brown,67.92%,white,22.64%,olive,5.66%
observed,it,35.48%,in,11.29%,by,6.45%
generally,placed,6.9%,observed,5.17%,dispersed,5.17%
them,in,15.09%,the,13.21%,to,11.32%
colouring,of,60.61%,in,3.03%,but,3.03%
represents,the,48.08%,a,36.54%,an,11.54%
me,by,14.55%,to,14.55%,that,9.09%
every,part,16.95%,other,16.95%,variety,13.56%
branch,of,28.99%,to,15.94%,and,10.14%
flowers,and,23.53%,of,21.57%,the,5.88%
