word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
brown,dark,17.62%,blackish,14.89%,greyish,8.93%
feet,and,37.29%,black,10.17%,brown,5.93%
figures,the,96.23%,my,1.89%,upper,1.89%
natural,the,94.44%,its,2.78%,this,0.93%
illustration,size,81.63%,life,5.1%,land,4.08%
part,soc,28.57%,australia,17.03%,lower,7.69%
where,australia,19.18%,wales,12.33%,end,5.48%
most,the,41.49%,a,14.89%,is,8.51%
grey,greenish,9.42%,with,9.42%,bluish,8.7%
over,all,13.86%,dispersed,9.9%,stripe,7.92%
eye,the,80.26%,each,10.53%,yellow,2.63%
portion,eastern,19.61%,basal,13.73%,southern,11.76%
near,its,10.0%,brushes,7.5%,and,5.0%
about,at,7.41%,is,7.41%,are,5.56%
while,forth,4.29%,it,4.29%,black,4.29%
ear,the,47.17%,and,13.21%,black,13.21%
fine,of,16.07%,this,14.29%,with,14.29%
proc,in,100.0%
one,is,9.21%,only,7.24%,from,5.92%
female,the,59.69%,a,21.71%,and,10.85%
three,or,21.88%,and,7.81%,for,7.81%
both,of,13.73%,found,3.92%,abundant,3.92%
found,be,21.5%,i,20.56%,been,8.41%
no,is,10.53%,present,8.77%,or,7.02%
surface,under,47.6%,upper,41.83%,the,7.69%
feather,each,91.55%,the,1.41%,outer,1.41%
gen,lath,65.98%,of,14.43%,shaw,13.4%
syn,gen,61.4%,in,36.84%,and,1.75%
whole,the,92.59%,its,3.7%,their,1.85%
western,of,45.59%,in,16.18%,the,14.71%
during,tree,4.84%,months,3.23%,procured,3.23%
for,searching,6.62%,preference,3.97%,sought,3.31%
smaller,the,43.08%,somewhat,15.38%,considerably,6.15%
note,its,28.33%,whistling,8.33%,the,5.0%
rather,is,26.92%,a,9.62%,and,7.69%
eggs,the,64.79%,and,7.04%,its,5.63%
number,in,79.1%,the,7.46%,a,4.48%
lines,half,19.51%,nine,15.85%,eight,13.41%
genus,the,60.0%,this,7.27%,that,5.45%
blackish,of,16.44%,feet,15.07%,bill,13.7%
margined,brown,25.49%,broadly,9.8%,primaries,7.84%
reddish,with,19.61%,irides,17.65%,of,7.84%
male,the,52.34%,a,31.78%,adult,7.48%
greyish,surface,32.08%,with,7.55%,coverts,7.55%
observed,i,25.81%,be,14.52%,been,9.68%
generally,is,25.86%,it,8.62%,are,8.62%
them,of,26.42%,from,5.66%,with,5.66%
colouring,the,33.33%,in,7.58%,of,6.06%
represents,plate,92.31%,beautifully,3.85%,which,1.92%
yellow,wax,11.61%,bright,7.1%,greenish,6.45%
me,to,27.27%,by,7.27%,sent,5.45%
every,in,32.2%,of,11.86%,from,10.17%
branch,a,15.94%,from,15.94%,to,15.94%
flowers,of,43.14%,the,39.22%,and,7.84%
