word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
matter,of,16.67%,with,15.0%,he,13.33%
but,he,10.88%,the,9.78%,then,4.96%
how,much,11.49%,to,9.2%,he,8.62%
would,be,15.8%,have,11.29%,not,5.85%
have,to,15.61%,been,10.97%,a,5.95%
seemed,to,52.05%,as,9.59%,a,5.48%
also,he,15.38%,the,14.42%,a,5.77%
hour,before,11.11%,and,10.19%,or,10.19%
life,and,12.78%,he,9.77%,was,6.02%
little,fellow,4.13%,by,3.72%,boy,3.72%
through,the,35.38%,a,11.54%,which,5.38%
look,at,20.9%,about,10.45%,upon,7.46%
upon,the,33.5%,a,12.53%,his,6.91%
eyes,and,19.66%,of,5.98%,were,5.13%
face,and,14.81%,with,7.41%,of,6.48%
white,and,19.23%,with,9.62%,hot,5.77%
were,the,3.52%,not,3.32%,all,2.52%
five,dollars,20.95%,cents,17.14%,or,8.57%
hands,and,27.5%,of,6.67%,clenched,5.83%
about,the,17.48%,it,12.08%,him,5.91%
together,and,33.96%,in,7.55%,for,3.77%
almost,as,7.94%,in,4.76%,too,3.17%
great,deal,6.02%,packing,3.01%,black,1.5%
so,he,9.34%,that,7.64%,the,6.45%
young,fellow,11.27%,men,9.86%,man,7.04%
quite,a,14.75%,so,4.92%,beside,4.92%
just,as,14.29%,then,8.73%,now,6.35%
men,and,12.39%,who,11.78%,were,7.25%
black,and,10.14%,as,7.25%,eyes,5.8%
ona,had,11.11%,was,9.6%,and,9.09%
they,had,17.36%,were,15.66%,would,10.96%
those,who,46.67%,of,6.67%,days,2.67%
take,the,13.21%,a,11.32%,to,5.66%
hundred,dollars,24.04%,and,12.5%,thousand,11.54%
beef,trust,26.92%,and,13.46%,trimmer,7.69%
into,the,29.54%,a,15.98%,his,8.47%
without,a,18.1%,even,4.31%,an,2.59%
or,two,11.96%,a,4.55%,three,3.83%
thought,of,35.16%,that,12.09%,it,6.59%
now,and,19.94%,he,13.61%,it,5.06%
corner,and,19.35%,of,17.74%,was,8.06%
time,and,12.82%,to,8.55%,he,6.84%
working,in,18.67%,man,10.67%,clothes,5.33%
no,one,9.24%,more,5.95%,longer,5.54%
if,he,25.96%,they,14.16%,you,7.37%
any,one,21.29%,other,5.45%,rate,4.95%
these,things,14.06%,were,5.21%,men,5.21%
came,to,20.6%,home,6.27%,back,5.97%
while,he,19.84%,the,19.84%,they,9.52%
hard,to,18.03%,and,11.48%,luck,8.2%
its,own,9.33%,way,4.0%,contents,2.0%
still,they,7.92%,more,6.93%,he,4.95%
their,own,2.65%,hands,2.24%,work,2.24%
children,and,15.52%,would,8.62%,of,6.9%
again,and,26.04%,he,8.68%,but,4.53%
took,the,16.19%,him,10.48%,it,9.52%
where,the,17.7%,he,16.46%,they,10.29%
himself,and,13.11%,a,8.25%,he,5.34%
three,days,11.64%,hundred,10.96%,or,8.22%
might,have,16.67%,be,14.86%,see,4.95%
meat,and,15.69%,was,9.8%,would,5.88%
feet,and,20.9%,in,7.46%,from,4.48%
family,had,13.22%,and,4.96%,was,4.13%
right,to,11.86%,said,10.17%,hand,8.47%
few,minutes,10.99%,of,8.79%,days,8.79%
against,the,34.62%,a,13.46%,it,13.46%
are,you,12.94%,a,5.88%,the,5.29%
cold,and,26.58%,as,6.33%,he,3.8%
head,and,15.12%,of,5.81%,upon,4.65%
snow,and,13.73%,was,9.8%,white,7.84%
an,hour,12.73%,old,3.47%,agony,3.01%
many,of,14.77%,a,3.41%,acquaintances,3.41%
women,and,23.33%,were,8.89%,who,5.56%
old,and,7.83%,man,7.83%,lady,4.82%
make,a,14.19%,the,11.49%,it,6.76%
some,of,15.91%,one,12.99%,were,2.6%
open,and,12.96%,with,5.56%,the,5.56%
suddenly,he,15.58%,the,9.09%,a,6.49%
making,a,7.69%,the,7.69%,her,5.77%
big,enough,6.93%,and,4.95%,packing,4.95%
nearly,all,19.28%,as,10.84%,a,9.64%
your,honor,13.16%,wife,3.51%,name,3.51%
do,you,16.48%,it,10.99%,not,7.69%
pay,for,19.51%,the,8.13%,and,6.5%
work,and,12.22%,in,6.75%,for,6.43%
more,than,19.29%,and,6.07%,of,5.71%
most,of,29.11%,part,8.86%,wonderful,6.33%
until,he,14.52%,the,11.29%,at,7.26%
hand,and,12.5%,to,9.09%,of,5.68%
come,to,16.8%,home,7.03%,back,6.25%
next,day,18.06%,morning,13.89%,room,9.72%
rest,of,43.75%,and,7.5%,for,5.0%
must,be,30.49%,have,20.73%,not,4.88%
said,the,21.18%,that,9.03%,and,6.6%
what,was,10.54%,they,7.23%,he,5.72%
man,who,10.89%,had,5.66%,could,5.45%
on,the,36.45%,a,6.29%,his,4.68%
whole,of,13.95%,family,8.14%,city,4.65%
can,i,9.68%,do,8.6%,get,5.38%
set,out,31.11%,to,7.78%,his,7.78%
end,of,41.84%,he,7.14%,to,6.12%
keep,the,9.41%,alive,8.24%,up,7.06%
night,and,15.84%,he,10.89%,in,5.45%
give,up,17.91%,the,10.45%,you,7.46%
only,a,9.69%,the,6.2%,one,5.04%
being,a,7.78%,turned,3.33%,no,3.33%
think,of,30.0%,about,12.5%,that,8.75%
such,a,22.7%,as,15.6%,things,10.64%
say,that,22.22%,he,6.67%,but,5.56%
very,much,7.75%,little,4.23%,few,3.52%
always,the,8.0%,a,6.67%,been,5.33%
nothing,to,25.0%,of,7.03%,for,7.03%
saw,the,13.39%,a,13.39%,that,10.71%
long,time,7.11%,as,6.6%,and,4.57%
another,man,4.94%,to,2.47%,and,1.85%
same,with,5.83%,way,5.83%,as,5.0%
morning,and,16.0%,he,10.0%,they,8.0%
under,the,40.35%,his,15.79%,a,7.02%
people,of,10.74%,who,8.05%,were,8.05%
than,the,14.08%,a,11.97%,he,11.97%
arms,and,21.31%,to,18.03%,about,6.56%
themselves,with,11.32%,in,9.43%,up,7.55%
go,to,17.8%,on,9.75%,out,7.63%
floor,and,17.58%,of,5.49%,was,5.49%
well,as,13.68%,and,8.42%,but,4.21%
soul,of,20.37%,and,7.41%,the,5.56%
something,to,28.12%,of,4.69%,about,4.69%
let,him,26.92%,them,13.46%,the,9.62%
run,away,10.34%,for,10.34%,and,6.9%
down,the,24.38%,and,15.92%,upon,6.47%
get,a,8.63%,out,7.19%,to,4.68%
however,he,13.58%,and,9.88%,for,9.88%
whom,he,29.09%,the,16.36%,they,10.91%
know,what,13.97%,that,11.76%,where,5.15%
help,him,13.25%,it,10.84%,you,10.84%
voice,of,22.73%,was,6.06%,that,4.55%
enough,to,51.61%,for,8.6%,of,4.3%
years,and,14.06%,of,6.25%,ago,6.25%
done,with,7.41%,for,7.41%,in,6.17%
good,for,5.63%,many,4.93%,as,4.93%
worked,in,25.3%,at,6.02%,and,6.02%
fell,to,19.61%,upon,11.76%,into,11.76%
country,and,15.79%,the,6.58%,in,6.58%
taken,the,10.45%,to,10.45%,out,7.46%
here,and,18.0%,he,9.5%,was,7.5%
anything,to,11.11%,about,9.72%,and,6.94%
stand,it,16.98%,by,13.21%,and,13.21%
hours,before,13.46%,and,11.54%,a,7.69%
knew,that,27.0%,nothing,10.0%,what,6.0%
year,and,18.75%,or,9.38%,it,7.81%
lost,his,11.48%,in,11.48%,her,9.84%
job,and,17.44%,in,8.14%,he,6.98%
meant,to,27.78%,that,9.26%,for,5.56%
houses,and,19.23%,would,11.54%,were,9.62%
cents,an,17.86%,a,17.86%,for,10.71%
arm,and,16.39%,in,13.11%,of,4.92%
money,and,14.65%,to,7.01%,for,6.37%
dollars,a,28.85%,and,17.95%,in,5.77%
able,to,94.23%,bodied,5.77%
thing,to,13.01%,was,6.5%,that,5.69%
poor,people,11.48%,little,9.84%,man,8.2%
world,and,8.91%,of,6.93%,the,4.95%
going,to,44.44%,on,19.44%,the,4.17%
days,of,11.27%,and,8.45%,later,7.04%
twenty,five,24.59%,thousand,9.84%,two,8.2%
ten,thousand,13.51%,dollars,13.51%,or,12.16%
cried,out,13.79%,and,8.62%,the,8.62%
should,have,16.67%,be,10.71%,not,5.95%
paid,for,20.0%,by,5.71%,the,4.29%
kept,his,9.62%,up,5.77%,them,5.77%
full,of,62.86%,and,4.29%,upon,2.86%
yet,he,8.33%,it,5.56%,all,4.63%
drink,and,21.82%,he,7.27%,or,3.64%
found,that,25.26%,out,11.58%,himself,6.32%
told,him,20.87%,them,11.3%,her,10.43%
try,to,55.36%,it,8.93%,the,5.36%
house,and,14.37%,was,12.5%,they,4.38%
we,have,17.58%,shall,14.29%,can,6.59%
i,have,7.14%,don't,5.46%,can,4.83%
woman,was,14.29%,had,9.52%,and,6.35%
business,of,10.53%,men,10.53%,and,8.77%
put,his,8.66%,in,7.87%,on,7.09%
find,out,15.38%,that,14.1%,a,10.26%
asked,the,7.89%,what,7.89%,i,6.58%
because,he,26.89%,of,16.81%,the,10.92%
word,of,20.37%,and,11.11%,to,7.41%
me,he,9.03%,to,5.16%,the,5.16%
my,fault,5.95%,family,5.95%,fren,5.95%
why,don't,10.53%,he,7.89%,not,7.89%
ever,been,6.59%,since,6.59%,to,4.4%
yes,said,18.57%,he,10.0%,sir,10.0%
city,and,12.04%,in,4.63%,council,4.63%
lived,in,31.48%,and,12.96%,on,3.7%
thousand,dollars,13.51%,men,9.46%,people,6.76%
heard,of,17.95%,the,12.82%,her,7.69%
tried,to,56.6%,it,13.21%,hard,3.77%
called,and,7.81%,a,7.81%,her,6.25%
gone,to,10.0%,away,7.5%,into,6.25%
party,of,10.91%,was,7.27%,and,7.27%
got,a,13.07%,up,8.54%,the,7.04%
course,of,12.33%,it,9.59%,he,8.22%
sat,down,14.44%,in,11.11%,up,10.0%
cattle,and,15.79%,they,7.02%,butchers,7.02%
week,and,15.58%,or,7.79%,they,7.79%
boss,of,12.73%,had,10.91%,and,7.27%
gave,him,25.84%,a,24.72%,them,5.62%
packers,had,13.64%,were,12.12%,to,7.58%
don't,you,19.35%,know,17.74%,be,4.84%
chance,to,30.65%,of,12.9%,for,9.68%
wild,beast,25.45%,and,12.73%,with,10.91%
