word,First Choice,Percentage,Second Choice,Percentage,Third Choice,Percentage
go,to,36.51%,i,7.41%,must,5.29%
make,to,36.67%,can,7.78%,and,5.56%
nothing,and,9.26%,said,7.41%,is,7.41%
after,look,5.33%,you,2.67%,night,2.67%
take,to,41.11%,you,6.67%,and,4.44%
more,any,15.62%,much,10.0%,the,5.0%
enough,bad,7.04%,long,5.63%,well,5.63%
last,the,24.0%,at,13.0%,that,4.0%
night,that,20.51%,last,18.8%,the,18.8%
off,right,8.08%,take,6.06%,it,5.05%
know,you,41.03%,i,35.38%,to,10.77%
what,know,10.9%,and,3.38%,but,3.38%
has,she,19.27%,he,9.17%,what,5.5%
long,a,23.36%,the,14.95%,as,11.21%
made,had,12.75%,i,9.8%,and,7.84%
got,i,13.16%,she,11.84%,has,7.89%
when,but,4.89%,and,3.56%,it,2.44%
such,have,7.87%,in,7.3%,of,5.62%
said,she,18.78%,he,4.74%,and,3.38%
they,and,7.63%,when,7.25%,as,7.25%
look,to,18.75%,you,7.14%,i,6.25%
then,and,35.91%,but,6.08%,just,4.42%
suppose,i,79.55%,you,9.09%,to,1.14%
being,of,17.95%,to,6.41%,was,5.13%
very,a,27.24%,was,8.56%,the,7.78%
great,a,58.33%,the,5.0%,with,3.33%
do,to,28.68%,i,17.28%,you,5.51%
give,to,49.06%,you,5.66%,i,5.66%
looked,and,20.0%,anne,20.0%,she,10.67%
looking,was,8.47%,not,5.08%,be,5.08%
came,anne,9.42%,she,8.7%,i,6.52%
you,if,5.68%,do,4.63%,for,3.44%
too,was,6.62%,be,4.64%,entirely,2.65%
thing,a,22.81%,little,10.53%,good,4.39%
world,the,51.72%,this,13.79%,a,6.9%
some,in,8.49%,have,5.66%,for,4.72%
only,the,13.89%,was,11.11%,i,5.56%
kind,that,9.26%,and,7.41%,so,7.41%
real,a,35.29%,was,11.76%,the,8.82%
how,know,8.57%,and,6.43%,see,6.43%
your,of,9.52%,in,4.4%,to,4.03%
hair,my,20.0%,your,17.27%,her,13.64%
hard,so,14.04%,as,10.53%,it,8.77%
like,you,8.63%,i,7.06%,just,3.92%
ever,you,11.84%,than,8.55%,i,7.24%
saw,i,32.35%,never,16.18%,she,14.71%
thought,i,29.17%,she,17.36%,never,7.64%
much,so,29.85%,too,11.94%,as,11.44%
oh,it,5.73%,and,5.34%,but,3.82%
no,was,9.95%,is,9.95%,had,5.76%
yes,oh,8.06%,now,3.23%,moment,3.23%
put,to,24.69%,and,17.28%,i,9.88%
head,her,31.4%,your,11.63%,the,11.63%
girl,little,25.15%,a,15.57%,the,5.39%
we,and,8.7%,if,5.22%,but,5.22%
years,two,11.11%,four,11.11%,three,11.11%
once,at,35.82%,for,4.48%,girl,2.99%
heart,her,21.62%,my,21.62%,by,8.11%
first,the,32.89%,at,13.16%,be,3.95%
may,minnie,25.0%,you,13.46%,i,11.54%
right,all,25.22%,the,6.09%,it,4.35%
me,to,9.25%,let,6.6%,for,5.28%
my,in,9.3%,of,4.91%,on,4.65%
us,to,8.57%,of,7.14%,for,5.71%
will,it,22.45%,i,10.2%,you,5.44%
herself,found,8.89%,to,7.78%,cried,4.44%
think,i,37.6%,to,20.66%,you,16.53%
child,the,34.04%,a,23.4%,that,5.32%
took,i,21.43%,she,14.29%,and,10.71%
say,to,36.09%,must,12.03%,you,11.28%
myself,to,7.69%,about,5.77%,imagine,5.77%
see,to,40.0%,you,14.84%,i,8.39%
feel,i,41.67%,me,10.71%,you,8.33%
did,she,15.93%,i,13.72%,you,5.31%
felt,i,29.47%,she,16.84%,anne,14.74%
things,the,7.59%,many,6.9%,such,4.83%
really,i,17.86%,you,13.1%,was,11.9%
still,but,14.55%,was,5.45%,and,5.45%
again,back,7.59%,over,5.06%,it,3.8%
many,so,43.94%,how,6.06%,as,6.06%
while,worth,9.52%,little,9.52%,a,7.94%
room,the,17.78%,spare,14.44%,sitting,13.33%
should,i,26.32%,you,17.11%,anne,5.26%
hand,her,26.92%,a,7.69%,his,7.69%
than,more,15.67%,better,10.45%,worse,3.73%
eyes,her,29.01%,my,9.92%,black,4.58%
face,her,28.05%,his,6.1%,your,4.88%
our,of,9.38%,in,7.81%,on,6.25%
mr,and,8.4%,to,5.34%,that,3.82%
glad,so,37.93%,very,10.34%,real,10.34%
lovely,a,28.81%,that,6.78%,perfectly,6.78%
imagine,to,49.18%,just,14.75%,can,13.11%
come,had,17.43%,to,12.84%,i,6.42%
let,to,32.05%,and,7.69%,just,5.13%
way,the,29.89%,that,8.05%,her,6.9%
keep,to,54.24%,and,6.78%,you,5.08%
nice,a,20.69%,so,20.69%,be,10.34%
love,i,30.0%,just,10.0%,to,10.0%
want,i,43.4%,you,18.87%,really,7.55%
shall,i,75.41%,what,6.56%,you,3.28%
most,the,35.59%,a,11.86%,and,6.78%
am,i,86.27%,what,5.88%,but,3.92%
girls,little,29.59%,the,29.59%,other,14.29%
found,she,19.35%,and,14.52%,i,8.06%
told,i,23.71%,she,12.37%,and,8.25%
hands,her,61.82%,my,7.27%,clasped,3.64%
barry,mrs,37.61%,miss,29.91%,mr,10.26%
jane,and,14.61%,said,5.62%,flora,4.49%
every,in,9.72%,enjoyed,4.17%,and,4.17%
knew,i,30.0%,she,21.67%,he,10.0%
bed,to,39.39%,the,21.21%,into,9.09%
ruby,and,30.12%,it,3.61%,with,3.61%
gilbert,and,9.43%,that,4.72%,to,3.77%
josie,and,14.93%,said,5.97%,but,4.48%
allan,mrs,83.56%,mr,16.44%
